variable,direct_effect,indirect_effect,total_effect
ln_gdp,0.04810847702153636,0.016282342750156366,0.06439081977169273
ln_pop,0.04961149059184598,-0.13861028983631607,-0.08899879924447009
secondary_share,0.060499308246188835,-0.1337365297625237,-0.07323722151633487
urbanization,-0.14074268945150425,0.4537642375041826,0.31302154805267834
ln_retail_pc,0.015012071919456894,0.043460687114867946,0.05847275903432484
