variable,direct_effect,indirect_effect,total_effect
ln_gdp,0.025106061134977806,0.49152840506193807,0.5166344661969159
ln_pop,0.04700877683369066,-0.7706902386711082,-0.7236814618374176
secondary_share,0.11358379292286566,-0.2154619071070738,-0.10187811418420813
urbanization,-0.10634218343474709,-0.4473841345883427,-0.5537263180230898
ln_retail_pc,0.01718002681780129,0.15510527727436202,0.1722853040921633
