variable,direct_effect,indirect_effect,total_effect
ln_gdp,0.029693417452852273,0.3353469466551955,0.36504036410804774
ln_pop,-0.005312425522525167,-0.4491087849263745,-0.45442121044889966
secondary_share,-0.00913927172351754,0.7850691963780212,0.7759299246545036
urbanization,-0.2188553888538794,0.292100209310743,0.0732448204568636
ln_retail_pc,0.009166715197055407,0.010843703540429324,0.02001041873748473
