variable,direct_effect,indirect_effect,total_effect
ln_gdp,0.038193532386427996,0.34990647153919086,0.38810000392561883
ln_pop,0.02688197778232594,-0.4971353157136333,-0.47025333793130736
secondary_share,0.13121352517910786,-0.19137623240946117,-0.06016270723035329
urbanization,-0.11226708132670098,-0.30814676042103745,-0.42041384174773844
ln_retail_pc,0.025113854351137575,0.10048112626443242,0.12559498061557
