"distcode","county_cn","county_en","city_cn","city_en","province_cn","province_en","year","sequestration_million_tons","sequestration_10000_tons"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2000","0.0355415338743318","3.55415338743318"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2001","0.0351239449597697","3.51239449597697"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2002","0.039203813530683","3.9203813530683"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2003","0.0417330889160361","4.17330889160361"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2004","0.0427758741840426","4.27758741840426"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2005","0.0393344972905283","3.93344972905283"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2006","0.0417635081380543","4.17635081380543"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2007","0.0432942174540364","4.32942174540364"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2008","0.045960438675571","4.5960438675571"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2009","0.0367617150102968","3.67617150102968"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2010","0.037421470571226","3.7421470571226"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2011","0.0352208560496925","3.52208560496925"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2012","0.0354444001579548","3.54444001579548"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2013","0.0336904287461572","3.36904287461572"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2014","0.0407948715062144","4.07948715062144"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2015","0.0413993530426687","4.13993530426687"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2016","0.0390350536042293","3.90350536042293"
"350102","鼓楼区","Gulou District","福州市","Fuzhou City","福建省","Fujian Province","2017","0.0398185337623859","3.98185337623859"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2000","0.00815298615703948","0.815298615703948"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2001","0.00960227941329745","0.960227941329745"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2002","0.0110605238561119","1.10605238561119"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2003","0.0107569941253311","1.07569941253311"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2004","0.0110515724270083","1.10515724270083"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2005","0.010687825203841","1.0687825203841"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2006","0.00876818303893765","0.876818303893765"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2007","0.011294884301639","1.1294884301639"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2008","0.0107488567049946","1.07488567049946"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2009","0.0136645318243465","1.36645318243465"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2010","0.0120402818487279","1.20402818487279"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2011","0.0124976106181015","1.24976106181015"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2012","0.011481233749048","1.1481233749048"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2013","0.0127637077061679","1.27637077061679"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2014","0.0123397426268504","1.23397426268504"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2015","0.0115731880051904","1.15731880051904"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2016","0.010316754084124","1.0316754084124"
"350103","台江区","Taijiang District","福州市","Fuzhou City","福建省","Fujian Province","2017","0.0129126246320791","1.29126246320791"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2000","0.220172206001582","22.0172206001582"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2001","0.246498561318266","24.6498561318266"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2002","0.252830389089152","25.2830389089152"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2003","0.253729569454375","25.3729569454375"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2004","0.225996203294582","22.5996203294582"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2005","0.205017718365936","20.5017718365936"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2006","0.186745012560701","18.6745012560701"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2007","0.198347475190283","19.8347475190283"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2008","0.196720208517301","19.6720208517301"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2009","0.199724178473137","19.9724178473137"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2010","0.177106973282698","17.7106973282698"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2011","0.182186123721891","18.2186123721891"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2012","0.177529747444423","17.7529747444423"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2013","0.190806405194225","19.0806405194225"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2014","0.178283393316136","17.8283393316136"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2015","0.168984886822247","16.8984886822247"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2016","0.17109386686402","17.109386686402"
"350104","仓山区","Cangshan District","福州市","Fuzhou City","福建省","Fujian Province","2017","0.19756268309346","19.756268309346"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2000","0.693843349910725","69.3843349910725"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2001","0.819372462897052","81.9372462897052"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2002","0.803471561210784","80.3471561210784"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2003","0.877114158483394","87.7114158483394"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2004","0.790073460546773","79.0073460546773"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2005","0.756860344837551","75.6860344837551"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2006","0.704515786360247","70.4515786360247"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2007","0.792083442456564","79.2083442456564"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2008","0.790899688255807","79.0899688255807"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2009","0.813514742864786","81.3514742864786"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2010","0.693135027072561","69.3135027072561"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2011","0.734369032482693","73.4369032482693"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2012","0.719881731551904","71.9881731551904"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2013","0.786311391919269","78.6311391919269"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2014","0.771836147364508","77.1836147364508"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2015","0.735590098686835","73.5590098686835"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2016","0.717552301223541","71.7552301223541"
"350105","马尾区","Mawei District","福州市","Fuzhou City","福建省","Fujian Province","2017","0.749583313774885","74.9583313774885"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2000","1.5517103032908","155.17103032908"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2001","1.83636665348561","183.636665348561"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2002","1.77751006033977","177.751006033977"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2003","1.89124718819257","189.124718819257"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2004","1.7756946247347","177.56946247347"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2005","1.66646698419744","166.646698419744"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2006","1.5601072845894","156.01072845894"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2007","1.7353178151654","173.53178151654"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2008","1.6851004923466","168.51004923466"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2009","1.76009872382531","176.009872382531"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2010","1.52219799738817","152.219799738817"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2011","1.60210369558194","160.210369558194"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2012","1.63830383158063","163.830383158063"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2013","1.68541374175468","168.541374175468"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2014","1.65356066672067","165.356066672067"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2015","1.5514341802542","155.14341802542"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2016","1.51822195762483","151.822195762483"
"350111","晋安区","Jin'an District","福州市","Fuzhou City","福建省","Fujian Province","2017","1.61537649608456","161.537649608456"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2000","5.40611717147127","540.611717147127"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2001","6.37394264567677","637.394264567677"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2002","6.1221414775068","612.21414775068"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2003","6.5185988438194","651.85988438194"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2004","6.20015299690687","620.015299690687"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2005","5.73305218118695","573.305218118695"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2006","5.50396662996705","550.396662996705"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2007","6.10112460360236","610.112460360236"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2008","5.8805967346381","588.05967346381"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2009","6.15730683941125","615.730683941125"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2010","5.39416650218253","539.416650218253"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2011","5.57793417342133","557.793417342133"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2012","5.73856543945822","573.856543945822"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2013","5.93376084452357","593.376084452357"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2014","5.74183902962429","574.183902962429"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2015","5.45786212925396","545.786212925396"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2016","5.3587319381736","535.87319381736"
"350121","闽侯县","Minhou County","福州市","Fuzhou City","福建省","Fujian Province","2017","5.80090798957459","580.090798957459"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2000","8.61509920668768","861.509920668768"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2001","10.1515186911422","1015.15186911422"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2002","10.0584671031985","1005.84671031985"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2003","10.7798619134755","1077.98619134755"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2004","10.0265483558885","1002.65483558885"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2005","9.35614113634055","935.614113634055"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2006","8.93403038882544","893.403038882544"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2007","10.0500461129481","1005.00461129481"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2008","9.8058962057004","980.58962057004"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2009","10.0215666473807","1002.15666473807"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2010","8.7732971857214","877.32971857214"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2011","9.09629750817086","909.629750817086"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2012","9.11462222933509","911.462222933509"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2013","9.66898964258248","966.898964258248"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2014","9.54011563578304","954.011563578304"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2015","8.8632672918032","886.32672918032"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2016","8.74951702130983","874.951702130983"
"350122","连江县","Lianjiang County","福州市","Fuzhou City","福建省","Fujian Province","2017","9.48713352870911","948.713352870911"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2000","3.04618433994395","304.618433994395"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2001","3.63394615558028","363.394615558028"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2002","3.57948474038734","357.948474038734"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2003","3.76763942254622","376.763942254622"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2004","3.56019664147306","356.019664147306"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2005","3.2665072036541","326.65072036541"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2006","3.13093933313816","313.093933313816"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2007","3.55176371553739","355.176371553739"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2008","3.37617341657254","337.617341657254"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2009","3.57174689219509","357.174689219509"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2010","3.12333425700755","312.333425700755"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2011","3.20492798959272","320.492798959272"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2012","3.2967026414419","329.67026414419"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2013","3.45290941185078","345.290941185078"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2014","3.40082124952159","340.082124952159"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2015","3.16009271567951","316.009271567951"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2016","3.11654083830415","311.654083830415"
"350123","罗源县","Luoyuan County","福州市","Fuzhou City","福建省","Fujian Province","2017","3.36250839429239","336.250839429239"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2000","3.65326081343541","365.326081343541"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2001","4.32708601721066","432.708601721066"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2002","4.10525814023794","410.525814023794"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2003","4.30350212540991","430.350212540991"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2004","4.22243204952627","422.243204952627"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2005","3.82991102306265","382.991102306265"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2006","3.7296562376573","372.96562376573"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2007","4.11229537962975","411.229537962975"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2008","3.98992069864484","398.992069864484"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2009","4.15559632731954","415.559632731954"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2010","3.74282422528997","374.282422528997"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2011","3.76685255900164","376.685255900164"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2012","3.94221548883886","394.221548883886"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2013","4.05037611538365","405.037611538365"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2014","3.89606959464652","389.606959464652"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2015","3.76567595252816","376.567595252816"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2016","3.69722207809379","369.722207809379"
"350124","闽清县","Minqing County","福州市","Fuzhou City","福建省","Fujian Province","2017","3.99579322220649","399.579322220649"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2000","6.23361196164196","623.361196164196"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2001","7.26328223137517","726.328223137517"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2002","7.00905736548061","700.905736548061"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2003","7.56446090622845","756.446090622845"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2004","7.18063282565391","718.063282565391"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2005","6.67168239107582","667.168239107582"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2006","6.5363241342724","653.63241342724"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2007","6.86325029281347","686.325029281347"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2008","6.92989707666448","692.989707666448"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2009","7.18980388176098","718.980388176098"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2010","6.39882991923981","639.882991923981"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2011","6.57101969725743","657.101969725743"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2012","6.68854548817125","668.854548817125"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2013","6.99709438531545","699.709438531545"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2014","6.58368236350147","658.368236350147"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2015","6.41095730969014","641.095730969014"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2016","6.39911194701793","639.911194701793"
"350125","永泰县","Yongtai County","福州市","Fuzhou City","福建省","Fujian Province","2017","6.82098432060266","682.098432060266"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2000","2.46537114355292","246.537114355292"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2001","2.74072335536469","274.072335536469"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2002","2.98492138116503","298.492138116503"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2003","2.79312509178207","279.312509178207"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2004","2.68709074069329","268.709074069329"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2005","2.67174175074295","267.174175074295"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2006","2.42922991150164","242.922991150164"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2007","2.77874530514035","277.874530514035"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2008","2.93888310793155","293.888310793155"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2009","2.88930826246158","288.930826246158"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2010","2.53918188508534","253.918188508534"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2011","2.69002986613357","269.002986613357"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2012","2.60548275509491","260.548275509491"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2013","2.75061841012432","275.061841012432"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2014","2.63330828504931","263.330828504931"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2015","2.64660878369038","264.660878369038"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2016","2.72750912218925","272.750912218925"
"350128","平潭县","Pingtan County","福州市","Fuzhou City","福建省","Fujian Province","2017","2.85577867857833","285.577867857833"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2000","6.01062430593377","601.062430593377"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2001","7.06640072033902","706.640072033902"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2002","7.09125373670515","709.125373670515"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2003","7.44037808488002","744.037808488002"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2004","6.81302852409533","681.302852409533"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2005","6.67011407961656","667.011407961656"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2006","6.3080871338432","630.80871338432"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2007","6.82309249087059","682.309249087059"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2008","6.94779009686456","694.779009686456"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2009","7.02378238836039","702.378238836039"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2010","6.31504698800046","631.504698800046"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2011","6.65579737366034","665.579737366034"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2012","6.46222380352601","646.222380352601"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2013","6.93496619205111","693.496619205111"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2014","6.62561450636347","662.561450636347"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2015","6.52214997416988","652.214997416988"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2016","6.37285826357298","637.285826357298"
"350181","福清市","Fuqing City","福州市","Fuzhou City","福建省","Fujian Province","2017","6.72531425007547","672.531425007547"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2000","3.38072409914762","338.072409914762"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2001","3.9205233441337","392.05233441337"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2002","3.91457348035624","391.457348035624"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2003","4.19049290637199","419.049290637199"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2004","3.80337839237438","380.337839237438"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2005","3.67315522398736","367.315522398736"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2006","3.46717721598071","346.717721598071"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2007","3.83846571373469","383.846571373469"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2008","3.93449708455151","393.449708455151"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2009","4.01527736573641","401.527736573641"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2010","3.50797039355039","350.797039355039"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2011","3.66532488416417","366.532488416417"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2012","3.51285778731943","351.285778731943"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2013","3.74901233246035","374.901233246035"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2014","3.66766974497181","366.766974497181"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2015","3.53971643896256","353.971643896256"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2016","3.45088085568043","345.088085568043"
"350182","长乐市","Changle City","福州市","Fuzhou City","福建省","Fujian Province","2017","3.77702471584315","377.702471584315"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2000","0.286871408775422","28.6871408775422"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2001","0.342378335087852","34.2378335087852"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2002","0.316463558739735","31.6463558739735"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2003","0.381546337769219","38.1546337769219"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2004","0.337737991596319","33.7737991596319"
"350203","思明区","Siming District","厦门市","Xiamen City","福建省","Fujian Province","2005","0.335339685780722","33.5339685780722"
