"province_year","province_cn","distcode","county_cn","county_en","year_month","year","month","co2_million_tons","co2_10000_tons"
"福建省2015","福建省","350622","云霄县","Yunxiao County","201501","2015","1","0.169343004905772","16.9343004905772"
"福建省2015","福建省","350623","漳浦县","Zhangpu County","201501","2015","1","0.172107808609676","17.2107808609676"
"福建省2015","福建省","350624","诏安县","Zhao'an County","201501","2015","1","0.172900686194933","17.2900686194933"
"福建省2015","福建省","350625","长泰县","Changtai County","201501","2015","1","0.163293057907852","16.3293057907852"
"福建省2015","福建省","350626","东山县","Dongshan County","201501","2015","1","0.140432425267574","14.0432425267574"
"福建省2015","福建省","350627","南靖县","Nanjing County","201501","2015","1","0.168369062815879","16.8369062815879"
"福建省2015","福建省","350628","平和县","Pinghe County","201501","2015","1","0.174657983401835","17.4657983401835"
"福建省2015","福建省","350629","华安县","Hua'an County","201501","2015","1","0.120135889671685","12.0135889671685"
"福建省2015","福建省","350681","龙海市","Longhai  City","201501","2015","1","0.16952806829664","16.952806829664"
"福建省2015","福建省","350702","延平区","Yanping District","201501","2015","1","0.101656012588374","10.1656012588374"
"福建省2015","福建省","350721","顺昌县","Shunchang County","201501","2015","1","0.0993087948039602","9.93087948039602"
"福建省2015","福建省","350722","浦城县","Pucheng County","201501","2015","1","0.101802454939669","10.1802454939669"
"福建省2015","福建省","350723","光泽县","Guangze County","201501","2015","1","0.121842793022537","12.1842793022537"
"福建省2015","福建省","350724","松溪县","Songxi County","201501","2015","1","0.118926514186913","11.8926514186913"
"福建省2015","福建省","350725","政和县","Zhenghe County","201501","2015","1","0.122224165123713","12.2224165123713"
"福建省2015","福建省","350781","邵武市","Shaowu City","201501","2015","1","0.0912492400512377","9.12492400512377"
"福建省2015","福建省","350782","武夷山市","Wuyishan City","201501","2015","1","0.122224165123713","12.2224165123713"
"福建省2015","福建省","350783","建瓯市","Jian'ou City","201501","2015","1","0.171593272404355","17.1593272404355"
"福建省2015","福建省","350784","建阳市","Jianyang City","201501","2015","1","0.103279977809467","10.3279977809467"
"福建省2015","福建省","350802","新罗区","Xinluo District","201501","2015","1","0.137486218543545","13.7486218543545"
"福建省2015","福建省","350821","长汀县","Changting County","201501","2015","1","0.169398201278323","16.9398201278323"
"福建省2015","福建省","350822","永定县","Yongding County","201501","2015","1","0.155274660767411","15.5274660767411"
"福建省2015","福建省","350823","上杭县","Shanghang County","201501","2015","1","0.138813062572802","13.8813062572802"
"福建省2015","福建省","350824","武平县","Wuping County","201501","2015","1","0.138384013913355","13.8384013913355"
"福建省2015","福建省","350825","连城县","Liancheng County","201501","2015","1","0.134240065078335","13.4240065078335"
"福建省2015","福建省","350881","漳平市","Zhangping City","201501","2015","1","0.132812501223552","13.2812501223552"
"福建省2015","福建省","350902","蕉城区","Jiaocheng District","201501","2015","1","0.217474194983711","21.7474194983711"
"福建省2015","福建省","350921","霞浦县","Xiapu County","201501","2015","1","0.228928544527542","22.8928544527542"
"福建省2015","福建省","350922","古田县","Gutian County","201501","2015","1","0.214264426888024","21.4264426888024"
"福建省2015","福建省","350923","屏南县","Pingnan County","201501","2015","1","0.240067486621389","24.0067486621389"
"福建省2015","福建省","350924","寿宁县","Shouning County","201501","2015","1","0.196880968450091","19.6880968450091"
"福建省2015","福建省","350925","周宁县","Zhouning County","201501","2015","1","0.190872780869767","19.0872780869767"
"福建省2015","福建省","350926","柘荣县","Zherong County","201501","2015","1","0.229018839176847","22.9018839176847"
"福建省2015","福建省","350981","福安市","Fu'an City","201501","2015","1","0.219166855914567","21.9166855914567"
"福建省2015","福建省","350982","福鼎市","Fuding City","201501","2015","1","0.228290425399039","22.8290425399039"
"福建省2015","福建省","350102","鼓楼区","Gulou District","201502","2015","2","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350103","台江区","Taijiang District","201502","2015","2","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350104","仓山区","Cangshan District","201502","2015","2","0.257313015134123","25.7313015134123"
"福建省2015","福建省","350105","马尾区","Mawei District","201502","2015","2","0.254471952789026","25.4471952789026"
"福建省2015","福建省","350111","晋安区","Jin'an District","201502","2015","2","0.21355924407972","21.355924407972"
"福建省2015","福建省","350121","闽侯县","Minhou County","201502","2015","2","0.261761427919731","26.1761427919731"
"福建省2015","福建省","350122","连江县","Lianjiang County","201502","2015","2","0.263253927118445","26.3253927118445"
"福建省2015","福建省","350123","罗源县","Luoyuan County","201502","2015","2","0.259351429731455","25.9351429731455"
"福建省2015","福建省","350124","闽清县","Minqing County","201502","2015","2","0.263062296160121","26.3062296160121"
"福建省2015","福建省","350125","永泰县","Yongtai County","201502","2015","2","0.256511995746775","25.6511995746775"
"福建省2015","福建省","350128","平潭县","Pingtan County","201502","2015","2","0.263253927118445","26.3253927118445"
"福建省2015","福建省","350181","福清市","Fuqing City","201502","2015","2","0.260815104657302","26.0815104657302"
"福建省2015","福建省","350182","长乐市","Changle City","201502","2015","2","0.260815104657302","26.0815104657302"
"福建省2015","福建省","350203","思明区","Siming District","201502","2015","2","0.226073895693547","22.6073895693547"
"福建省2015","福建省","350205","海沧区","Haicang District","201502","2015","2","0.200622064587207","20.0622064587207"
"福建省2015","福建省","350206","湖里区","Huli District","201502","2015","2","0.206460244000788","20.6460244000788"
"福建省2015","福建省","350211","集美区","Jimei District","201502","2015","2","0.20370446278968","20.370446278968"
"福建省2015","福建省","350212","同安区","Tong'an District","201502","2015","2","0.210377615886831","21.0377615886831"
"福建省2015","福建省","350213","翔安区","Xiang'an District","201502","2015","2","0.210416517646567","21.0416517646567"
"福建省2015","福建省","350302","城厢区","Chengxiang District","201502","2015","2","0.209516777418117","20.9516777418117"
"福建省2015","福建省","350303","涵江区","Hanjiang District","201502","2015","2","0.182853372769788","18.2853372769788"
"福建省2015","福建省","350304","荔城区","Licheng District","201502","2015","2","0.191221200460397","19.1221200460397"
"福建省2015","福建省","350305","秀屿区","Xiuyu District","201502","2015","2","0.19371429732101","19.371429732101"
"福建省2015","福建省","350322","仙游县","Xianyou County","201502","2015","2","0.193563023096857","19.3563023096857"
"福建省2015","福建省","350402","梅列区","Melie district","201502","2015","2","0.21697673408682","21.697673408682"
"福建省2015","福建省","350403","三元区","Sanyuan District","201502","2015","2","0.242871145298335","24.2871145298335"
"福建省2015","福建省","350421","明溪县","Mingxi County","201502","2015","2","0.242654928391163","24.2654928391163"
"福建省2015","福建省","350423","清流县","Qingliu County","201502","2015","2","0.207642197896118","20.7642197896118"
"福建省2015","福建省","350424","宁化县","Ninghua County","201502","2015","2","0.2049560976675","20.49560976675"
"福建省2015","福建省","350425","大田县","Datian County","201502","2015","2","0.199836191245213","19.9836191245213"
"福建省2015","福建省","350426","尤溪县","Youxi County","201502","2015","2","0.204965064199741","20.4965064199741"
"福建省2015","福建省","350427","沙县","Sha County","201502","2015","2","0.247418023891695","24.7418023891695"
"福建省2015","福建省","350428","将乐县","Jiangle County","201502","2015","2","0.243905522035702","24.3905522035702"
"福建省2015","福建省","350429","泰宁县","Taining County","201502","2015","2","0.274184333579362","27.4184333579362"
"福建省2015","福建省","350430","建宁县","Jianning County","201502","2015","2","0.263123617920003","26.3123617920003"
"福建省2015","福建省","350481","永安市","Yong'an City","201502","2015","2","0.19898529173806","19.898529173806"
"福建省2015","福建省","350502","鲤城区","Licheng District","201502","2015","2","0.216722545649469","21.6722545649469"
"福建省2015","福建省","350503","丰泽区","Fengze District","201502","2015","2","0.208284033355919","20.8284033355919"
"福建省2015","福建省","350504","洛江区","Luojiang District","201502","2015","2","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350505","泉港区","Quangang District","201502","2015","2","0.213083264696942","21.3083264696942"
"福建省2015","福建省","350521","惠安县","Hui'an County","201502","2015","2","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350524","安溪县","Anxi County","201502","2015","2","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350525","永春县","Yongchun County","201502","2015","2","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350526","德化县","Dehua County","201502","2015","2","0.214479232855296","21.4479232855296"
"福建省2015","福建省","350527","金门县","Kinmen County","201502","2015","2","0.211574989208589","21.1574989208589"
"福建省2015","福建省","350581","石狮市","Shishi City","201502","2015","2","0.208576980440767","20.8576980440767"
"福建省2015","福建省","350582","晋江市","Jinjiang City","201502","2015","2","0.208717554272853","20.8717554272853"
"福建省2015","福建省","350583","南安市","Nan'an City","201502","2015","2","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350602","芗城区","Xiangcheng District","201502","2015","2","0.170834214259557","17.0834214259557"
"福建省2015","福建省","350603","龙文区","Longwen District","201502","2015","2","0.16858841901846","16.858841901846"
"福建省2015","福建省","350622","云霄县","Yunxiao County","201502","2015","2","0.1675383026869","16.75383026869"
"福建省2015","福建省","350623","漳浦县","Zhangpu County","201502","2015","2","0.172107808609676","17.2107808609676"
"福建省2015","福建省","350624","诏安县","Zhao'an County","201502","2015","2","0.17082502296771","17.082502296771"
"福建省2015","福建省","350625","长泰县","Changtai County","201502","2015","2","0.163293057907852","16.3293057907852"
"福建省2015","福建省","350626","东山县","Dongshan County","201502","2015","2","0.146961476265503","14.6961476265503"
"福建省2015","福建省","350627","南靖县","Nanjing County","201502","2015","2","0.158238563870294","15.8238563870294"
"福建省2015","福建省","350628","平和县","Pinghe County","201502","2015","2","0.17082502296771","17.082502296771"
"福建省2015","福建省","350629","华安县","Hua'an County","201502","2015","2","0.145948598472586","14.5948598472586"
"福建省2015","福建省","350681","龙海市","Longhai  City","201502","2015","2","0.17082502296771","17.082502296771"
"福建省2015","福建省","350702","延平区","Yanping District","201502","2015","2","0.100648270323132","10.0648270323132"
"福建省2015","福建省","350721","顺昌县","Shunchang County","201502","2015","2","0.124451416321152","12.4451416321152"
"福建省2015","福建省","350722","浦城县","Pucheng County","201502","2015","2","0.100648270323132","10.0648270323132"
"福建省2015","福建省","350723","光泽县","Guangze County","201502","2015","2","0.115238589751113","11.5238589751113"
"福建省2015","福建省","350724","松溪县","Songxi County","201502","2015","2","0.112307326330098","11.2307326330098"
"福建省2015","福建省","350725","政和县","Zhenghe County","201502","2015","2","0.126333529418224","12.6333529418224"
"福建省2015","福建省","350781","邵武市","Shaowu City","201502","2015","2","0.104343509078714","10.4343509078714"
"福建省2015","福建省","350782","武夷山市","Wuyishan City","201502","2015","2","0.125144390554558","12.5144390554558"
"福建省2015","福建省","350783","建瓯市","Jian'ou City","201502","2015","2","0.150705556659768","15.0705556659768"
"福建省2015","福建省","350784","建阳市","Jianyang City","201502","2015","2","0.102596652643598","10.2596652643598"
"福建省2015","福建省","350802","新罗区","Xinluo District","201502","2015","2","0.137147904878755","13.7147904878755"
"福建省2015","福建省","350821","长汀县","Changting County","201502","2015","2","0.153061280448575","15.3061280448575"
"福建省2015","福建省","350822","永定县","Yongding County","201502","2015","2","0.155274660767411","15.5274660767411"
"福建省2015","福建省","350823","上杭县","Shanghang County","201502","2015","2","0.137145306841175","13.7145306841175"
"福建省2015","福建省","350824","武平县","Wuping County","201502","2015","2","0.140304626955028","14.0304626955028"
"福建省2015","福建省","350825","连城县","Liancheng County","201502","2015","2","0.134326898429692","13.4326898429692"
"福建省2015","福建省","350881","漳平市","Zhangping City","201502","2015","2","0.132812501223552","13.2812501223552"
"福建省2015","福建省","350902","蕉城区","Jiaocheng District","201502","2015","2","0.217474194983711","21.7474194983711"
"福建省2015","福建省","350921","霞浦县","Xiapu County","201502","2015","2","0.22812956632438","22.812956632438"
"福建省2015","福建省","350922","古田县","Gutian County","201502","2015","2","0.203028935406094","20.3028935406094"
"福建省2015","福建省","350923","屏南县","Pingnan County","201502","2015","2","0.230765911197709","23.0765911197709"
"福建省2015","福建省","350924","寿宁县","Shouning County","201502","2015","2","0.19428306480865","19.428306480865"
"福建省2015","福建省","350925","周宁县","Zhouning County","201502","2015","2","0.193385379525179","19.3385379525179"
"福建省2015","福建省","350926","柘荣县","Zherong County","201502","2015","2","0.230357099159368","23.0357099159368"
"福建省2015","福建省","350981","福安市","Fu'an City","201502","2015","2","0.219166855914567","21.9166855914567"
"福建省2015","福建省","350982","福鼎市","Fuding City","201502","2015","2","0.228290425399039","22.8290425399039"
"福建省2015","福建省","350102","鼓楼区","Gulou District","201503","2015","3","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350103","台江区","Taijiang District","201503","2015","3","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350104","仓山区","Cangshan District","201503","2015","3","0.259031455533211","25.9031455533211"
"福建省2015","福建省","350105","马尾区","Mawei District","201503","2015","3","0.249765302223596","24.9765302223596"
"福建省2015","福建省","350111","晋安区","Jin'an District","201503","2015","3","0.219419847162991","21.9419847162991"
"福建省2015","福建省","350121","闽侯县","Minhou County","201503","2015","3","0.262620187591427","26.2620187591427"
"福建省2015","福建省","350122","连江县","Lianjiang County","201503","2015","3","0.263253927118445","26.3253927118445"
"福建省2015","福建省","350123","罗源县","Luoyuan County","201503","2015","3","0.255309009856546","25.5309009856546"
"福建省2015","福建省","350124","闽清县","Minqing County","201503","2015","3","0.259218851837061","25.9218851837061"
"福建省2015","福建省","350125","永泰县","Yongtai County","201503","2015","3","0.255788119360871","25.5788119360871"
"福建省2015","福建省","350128","平潭县","Pingtan County","201503","2015","3","0.263678015470973","26.3678015470973"
"福建省2015","福建省","350181","福清市","Fuqing City","201503","2015","3","0.260815104657302","26.0815104657302"
"福建省2015","福建省","350182","长乐市","Changle City","201503","2015","3","0.261080565935678","26.1080565935678"
"福建省2015","福建省","350203","思明区","Siming District","201503","2015","3","0.144167399686904","14.4167399686904"
"福建省2015","福建省","350205","海沧区","Haicang District","201503","2015","3","0.20370446278968","20.370446278968"
"福建省2015","福建省","350206","湖里区","Huli District","201503","2015","3","0.207506592627426","20.7506592627426"
"福建省2015","福建省","350211","集美区","Jimei District","201503","2015","3","0.20370446278968","20.370446278968"
"福建省2015","福建省","350212","同安区","Tong'an District","201503","2015","3","0.225936189610569","22.5936189610569"
"福建省2015","福建省","350213","翔安区","Xiang'an District","201503","2015","3","0.210416517646567","21.0416517646567"
"福建省2015","福建省","350302","城厢区","Chengxiang District","201503","2015","3","0.208468897673993","20.8468897673993"
"福建省2015","福建省","350303","涵江区","Hanjiang District","201503","2015","3","0.220698817395955","22.0698817395955"
"福建省2015","福建省","350304","荔城区","Licheng District","201503","2015","3","0.191837704136409","19.1837704136409"
"福建省2015","福建省","350305","秀屿区","Xiuyu District","201503","2015","3","0.192451348319788","19.2451348319788"
"福建省2015","福建省","350322","仙游县","Xianyou County","201503","2015","3","0.185557362028351","18.5557362028351"
"福建省2015","福建省","350402","梅列区","Melie district","201503","2015","3","0.233066904646129","23.3066904646129"
"福建省2015","福建省","350403","三元区","Sanyuan District","201503","2015","3","0.246155698713056","24.6155698713056"
"福建省2015","福建省","350421","明溪县","Mingxi County","201503","2015","3","0.207356011947204","20.7356011947204"
"福建省2015","福建省","350423","清流县","Qingliu County","201503","2015","3","0.215609558092817","21.5609558092817"
"福建省2015","福建省","350424","宁化县","Ninghua County","201503","2015","3","0.204971221695587","20.4971221695587"
"福建省2015","福建省","350425","大田县","Datian County","201503","2015","3","0.207141224327655","20.7141224327655"
"福建省2015","福建省","350426","尤溪县","Youxi County","201503","2015","3","0.203361227348189","20.3361227348189"
"福建省2015","福建省","350427","沙县","Sha County","201503","2015","3","0.243422264111202","24.3422264111202"
"福建省2015","福建省","350428","将乐县","Jiangle County","201503","2015","3","0.244629399338993","24.4629399338993"
"福建省2015","福建省","350429","泰宁县","Taining County","201503","2015","3","0.273154152048864","27.3154152048864"
"福建省2015","福建省","350430","建宁县","Jianning County","201503","2015","3","0.253225645172584","25.3225645172584"
"福建省2015","福建省","350481","永安市","Yong'an City","201503","2015","3","0.199149400194466","19.9149400194466"
"福建省2015","福建省","350502","鲤城区","Licheng District","201503","2015","3","0.216722545649469","21.6722545649469"
"福建省2015","福建省","350503","丰泽区","Fengze District","201503","2015","3","0.212799052963025","21.2799052963025"
"福建省2015","福建省","350504","洛江区","Luojiang District","201503","2015","3","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350505","泉港区","Quangang District","201503","2015","3","0.213083264696942","21.3083264696942"
"福建省2015","福建省","350521","惠安县","Hui'an County","201503","2015","3","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350524","安溪县","Anxi County","201503","2015","3","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350525","永春县","Yongchun County","201503","2015","3","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350526","德化县","Dehua County","201503","2015","3","0.214479232855296","21.4479232855296"
"福建省2015","福建省","350527","金门县","Kinmen County","201503","2015","3","0.22860381001256","22.860381001256"
"福建省2015","福建省","350581","石狮市","Shishi City","201503","2015","3","0.211795610486672","21.1795610486672"
"福建省2015","福建省","350582","晋江市","Jinjiang City","201503","2015","3","0.213083264696942","21.3083264696942"
"福建省2015","福建省","350583","南安市","Nan'an City","201503","2015","3","0.216722545649469","21.6722545649469"
"福建省2015","福建省","350602","芗城区","Xiangcheng District","201503","2015","3","0.172376937597884","17.2376937597884"
"福建省2015","福建省","350603","龙文区","Longwen District","201503","2015","3","0.16858841901846","16.858841901846"
"福建省2015","福建省","350622","云霄县","Yunxiao County","201503","2015","3","0.16952806829664","16.952806829664"
"福建省2015","福建省","350623","漳浦县","Zhangpu County","201503","2015","3","0.171055707971871","17.1055707971871"
"福建省2015","福建省","350624","诏安县","Zhao'an County","201503","2015","3","0.172537726033809","17.2537726033809"
"福建省2015","福建省","350625","长泰县","Changtai County","201503","2015","3","0.174604376859484","17.4604376859484"
"福建省2015","福建省","350626","东山县","Dongshan County","201503","2015","3","0.146347093586272","14.6347093586272"
"福建省2015","福建省","350627","南靖县","Nanjing County","201503","2015","3","0.147974852199099","14.7974852199099"
"福建省2015","福建省","350628","平和县","Pinghe County","201503","2015","3","0.17082502296771","17.082502296771"
"福建省2015","福建省","350629","华安县","Hua'an County","201503","2015","3","0.141584309997031","14.1584309997031"
"福建省2015","福建省","350681","龙海市","Longhai  City","201503","2015","3","0.16952806829664","16.952806829664"
"福建省2015","福建省","350702","延平区","Yanping District","201503","2015","3","0.100648270323132","10.0648270323132"
"福建省2015","福建省","350721","顺昌县","Shunchang County","201503","2015","3","0.101802454939669","10.1802454939669"
"福建省2015","福建省","350722","浦城县","Pucheng County","201503","2015","3","0.101656012588374","10.1656012588374"
"福建省2015","福建省","350723","光泽县","Guangze County","201503","2015","3","0.117695696635632","11.7695696635632"
"福建省2015","福建省","350724","松溪县","Songxi County","201503","2015","3","0.159279560466127","15.9279560466127"
"福建省2015","福建省","350725","政和县","Zhenghe County","201503","2015","3","0.122224165123713","12.2224165123713"
"福建省2015","福建省","350781","邵武市","Shaowu City","201503","2015","3","0.0978198422201065","9.78198422201065"
"福建省2015","福建省","350782","武夷山市","Wuyishan City","201503","2015","3","0.132807501469029","13.2807501469029"
"福建省2015","福建省","350783","建瓯市","Jian'ou City","201503","2015","3","0.0934210627774297","9.34210627774297"
"福建省2015","福建省","350784","建阳市","Jianyang City","201503","2015","3","0.0975154314779152","9.75154314779152"
"福建省2015","福建省","350802","新罗区","Xinluo District","201503","2015","3","0.137486218543545","13.7486218543545"
"福建省2015","福建省","350821","长汀县","Changting County","201503","2015","3","0.167126687116481","16.7126687116481"
"福建省2015","福建省","350822","永定县","Yongding County","201503","2015","3","0.155274660767411","15.5274660767411"
"福建省2015","福建省","350823","上杭县","Shanghang County","201503","2015","3","0.140505109772323","14.0505109772323"
"福建省2015","福建省","350824","武平县","Wuping County","201503","2015","3","0.134878662165022","13.4878662165022"
"福建省2015","福建省","350825","连城县","Liancheng County","201503","2015","3","0.135079145899704","13.5079145899704"
"福建省2015","福建省","350881","漳平市","Zhangping City","201503","2015","3","0.132293384509179","13.2293384509179"
"福建省2015","福建省","350902","蕉城区","Jiaocheng District","201503","2015","3","0.217474194983711","21.7474194983711"
"福建省2015","福建省","350921","霞浦县","Xiapu County","201503","2015","3","0.226222899386975","22.6222899386975"
"福建省2015","福建省","350922","古田县","Gutian County","201503","2015","3","0.203568863025304","20.3568863025304"
"福建省2015","福建省","350923","屏南县","Pingnan County","201503","2015","3","0.215025749141843","21.5025749141843"
"福建省2015","福建省","350924","寿宁县","Shouning County","201503","2015","3","0.193645894257428","19.3645894257428"
"福建省2015","福建省","350925","周宁县","Zhouning County","201503","2015","3","0.196648018419523","19.6648018419523"
"福建省2015","福建省","350926","柘荣县","Zherong County","201503","2015","3","0.214388168519011","21.4388168519011"
"福建省2015","福建省","350981","福安市","Fu'an City","201503","2015","3","0.219166855914567","21.9166855914567"
"福建省2015","福建省","350982","福鼎市","Fuding City","201503","2015","3","0.227307663558689","22.7307663558689"
"福建省2015","福建省","350102","鼓楼区","Gulou District","201504","2015","4","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350103","台江区","Taijiang District","201504","2015","4","0.260394297795036","26.0394297795036"
"福建省2015","福建省","350104","仓山区","Cangshan District","201504","2015","4","0.256616510798808","25.6616510798808"
"福建省2015","福建省","350105","马尾区","Mawei District","201504","2015","4","0.249765302223596","24.9765302223596"
"福建省2015","福建省","350111","晋安区","Jin'an District","201504","2015","4","0.222763818761331","22.2763818761331"
"福建省2015","福建省","350121","闽侯县","Minhou County","201504","2015","4","0.262620187591427","26.2620187591427"
"福建省2015","福建省","350122","连江县","Lianjiang County","201504","2015","4","0.259351429731455","25.9351429731455"
"福建省2015","福建省","350123","罗源县","Luoyuan County","201504","2015","4","0.256208974844603","25.6208974844603"
"福建省2015","福建省","350124","闽清县","Minqing County","201504","2015","4","0.255401590632139","25.5401590632139"
"福建省2015","福建省","350125","永泰县","Yongtai County","201504","2015","4","0.255788119360871","25.5788119360871"
"福建省2015","福建省","350128","平潭县","Pingtan County","201504","2015","4","0.25909147643953","25.909147643953"
"福建省2015","福建省","350181","福清市","Fuqing City","201504","2015","4","0.261691847849717","26.1691847849717"
"福建省2015","福建省","350182","长乐市","Changle City","201504","2015","4","0.261761427919731","26.1761427919731"
"福建省2015","福建省","350203","思明区","Siming District","201504","2015","4","0.141139428170002","14.1139428170002"
"福建省2015","福建省","350205","海沧区","Haicang District","201504","2015","4","0.207202717638747","20.7202717638747"
"福建省2015","福建省","350206","湖里区","Huli District","201504","2015","4","0.226426960927646","22.6426960927646"
"福建省2015","福建省","350211","集美区","Jimei District","201504","2015","4","0.200979496579386","20.0979496579386"
"福建省2015","福建省","350212","同安区","Tong'an District","201504","2015","4","0.207848819861537","20.7848819861537"
"福建省2015","福建省","350213","翔安区","Xiang'an District","201504","2015","4","0.210567706553808","21.0567706553808"
"福建省2015","福建省","350302","城厢区","Chengxiang District","201504","2015","4","0.208059962705908","20.8059962705908"
"福建省2015","福建省","350303","涵江区","Hanjiang District","201504","2015","4","0.185212623908345","18.5212623908345"
"福建省2015","福建省","350304","荔城区","Licheng District","201504","2015","4","0.191389787595993","19.1389787595993"
"福建省2015","福建省","350305","秀屿区","Xiuyu District","201504","2015","4","0.191436778866809","19.1436778866809"
"福建省2015","福建省","350322","仙游县","Xianyou County","201504","2015","4","0.188351281733918","18.8351281733918"
"福建省2015","福建省","350402","梅列区","Melie district","201504","2015","4","0.241550169788286","24.1550169788286"
"福建省2015","福建省","350403","三元区","Sanyuan District","201504","2015","4","0.239075043604987","23.9075043604987"
"福建省2015","福建省","350421","明溪县","Mingxi County","201504","2015","4","0.206583238879447","20.6583238879447"
"福建省2015","福建省","350423","清流县","Qingliu County","201504","2015","4","0.207657321924205","20.7657321924205"
"福建省2015","福建省","350424","宁化县","Ninghua County","201504","2015","4","0.198201436645599","19.8201436645599"
"福建省2015","福建省","350425","大田县","Datian County","201504","2015","4","0.207126099382182","20.7126099382182"
"福建省2015","福建省","350426","尤溪县","Youxi County","201504","2015","4","0.205392693662812","20.5392693662812"
"福建省2015","福建省","350427","沙县","Sha County","201504","2015","4","0.243422264111202","24.3422264111202"
"福建省2015","福建省","350428","将乐县","Jiangle County","201504","2015","4","0.244005973067085","24.4005973067085"
"福建省2015","福建省","350429","泰宁县","Taining County","201504","2015","4","0.252403096567043","25.2403096567043"
"福建省2015","福建省","350430","建宁县","Jianning County","201504","2015","4","0.268634109752581","26.8634109752581"
"福建省2015","福建省","350481","永安市","Yong'an City","201504","2015","4","0.207126099382182","20.7126099382182"
"福建省2015","福建省","350502","鲤城区","Licheng District","201504","2015","4","0.216722545649469","21.6722545649469"
"福建省2015","福建省","350503","丰泽区","Fengze District","201504","2015","4","0.207999822539388","20.7999822539388"
"福建省2015","福建省","350504","洛江区","Luojiang District","201504","2015","4","0.211817244286887","21.1817244286887"
"福建省2015","福建省","350505","泉港区","Quangang District","201504","2015","4","0.211795610486672","21.1795610486672"
"福建省2015","福建省","350521","惠安县","Hui'an County","201504","2015","4","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350524","安溪县","Anxi County","201504","2015","4","0.216616474710524","21.6616474710524"
"福建省2015","福建省","350525","永春县","Yongchun County","201504","2015","4","0.216594840910309","21.6594840910309"
"福建省2015","福建省","350526","德化县","Dehua County","201504","2015","4","0.214342790930435","21.4342790930435"
"福建省2015","福建省","350527","金门县","Kinmen County","201504","2015","4","0.209682423413712","20.9682423413712"
"福建省2015","福建省","350581","石狮市","Shishi City","201504","2015","4","0.211795610486672","21.1795610486672"
"福建省2015","福建省","350582","晋江市","Jinjiang City","201504","2015","4","0.213083264696942","21.3083264696942"
"福建省2015","福建省","350583","南安市","Nan'an City","201504","2015","4","0.216722545649469","21.6722545649469"
"福建省2015","福建省","350602","芗城区","Xiangcheng District","201504","2015","4","0.176753331901088","17.6753331901088"
"福建省2015","福建省","350603","龙文区","Longwen District","201504","2015","4","0.16858841901846","16.858841901846"
"福建省2015","福建省","350622","云霄县","Yunxiao County","201504","2015","4","0.16952806829664","16.952806829664"
"福建省2015","福建省","350623","漳浦县","Zhangpu County","201504","2015","4","0.171055707971871","17.1055707971871"
"福建省2015","福建省","350624","诏安县","Zhao'an County","201504","2015","4","0.172107808609676","17.2107808609676"
"福建省2015","福建省","350625","长泰县","Changtai County","201504","2015","4","0.163293057907852","16.3293057907852"
"福建省2015","福建省","350626","东山县","Dongshan County","201504","2015","4","0.142615652938396","14.2615652938396"
"福建省2015","福建省","350627","南靖县","Nanjing County","201504","2015","4","0.152412011408792","15.2412011408792"
"福建省2015","福建省","350628","平和县","Pinghe County","201504","2015","4","0.16952806829664","16.952806829664"
"福建省2015","福建省","350629","华安县","Hua'an County","201504","2015","4","0.142295775983084","14.2295775983084"
"福建省2015","福建省","350681","龙海市","Longhai  City","201504","2015","4","0.17082502296771","17.082502296771"
"福建省2015","福建省","350702","延平区","Yanping District","201504","2015","4","0.101656012588374","10.1656012588374"
"福建省2015","福建省","350721","顺昌县","Shunchang County","201504","2015","4","0.100061816547884","10.0061816547884"
"福建省2015","福建省","350722","浦城县","Pucheng County","201504","2015","4","0.102339337754244","10.2339337754244"
"福建省2015","福建省","350723","光泽县","Guangze County","201504","2015","4","0.121859761914173","12.1859761914173"
"福建省2015","福建省","350724","松溪县","Songxi County","201504","2015","4","0.129551763153312","12.9551763153312"
"福建省2015","福建省","350725","政和县","Zhenghe County","201504","2015","4","0.126333529418224","12.6333529418224"
"福建省2015","福建省","350781","邵武市","Shaowu City","201504","2015","4","0.0906800689136904","9.06800689136904"
"福建省2015","福建省","350782","武夷山市","Wuyishan City","201504","2015","4","0.132807501469029","13.2807501469029"
"福建省2015","福建省","350783","建瓯市","Jian'ou City","201504","2015","4","0.0986020212480699","9.86020212480699"
"福建省2015","福建省","350784","建阳市","Jianyang City","201504","2015","4","0.125404667683794","12.5404667683794"
"福建省2015","福建省","350802","新罗区","Xinluo District","201504","2015","4","0.138384013913355","13.8384013913355"
