"distcode","county_cn","county_en","province_cn","year","month_count","co2_million_tons","co2_10000_tons"
"350881","漳平市","Zhangping City","福建省","2020","12","1.80596863406676","180.596863406676"
"350881","漳平市","Zhangping City","福建省","2021","12","1.92577195593557","192.577195593557"
"350902","蕉城区","Jiaocheng District","福建省","2013","12","2.49396320176024","249.396320176024"
"350902","蕉城区","Jiaocheng District","福建省","2014","12","2.66442758817631","266.44275881763"
"350902","蕉城区","Jiaocheng District","福建省","2015","12","2.66582473235609","266.582473235609"
"350902","蕉城区","Jiaocheng District","福建省","2016","12","2.88452790519078","288.452790519078"
"350902","蕉城区","Jiaocheng District","福建省","2017","12","2.71044967671294","271.044967671294"
"350902","蕉城区","Jiaocheng District","福建省","2018","12","2.80546365164307","280.546365164307"
"350902","蕉城区","Jiaocheng District","福建省","2019","12","2.97133724015235","297.133724015235"
"350902","蕉城区","Jiaocheng District","福建省","2020","12","3.03412657123946","303.412657123946"
"350902","蕉城区","Jiaocheng District","福建省","2021","12","3.32112880060689","332.112880060689"
"350921","霞浦县","Xiapu County","福建省","2013","12","2.52093194769034","252.093194769034"
"350921","霞浦县","Xiapu County","福建省","2014","12","2.72446668776939","272.446668776939"
"350921","霞浦县","Xiapu County","福建省","2015","12","2.73780099573131","273.780099573131"
"350921","霞浦县","Xiapu County","福建省","2016","12","2.6782936740245","267.82936740245"
"350921","霞浦县","Xiapu County","福建省","2017","12","2.78166065999019","278.166065999019"
"350921","霞浦县","Xiapu County","福建省","2018","12","2.89865108066116","289.865108066116"
"350921","霞浦县","Xiapu County","福建省","2019","12","2.97507997141452","297.507997141452"
"350921","霞浦县","Xiapu County","福建省","2020","12","3.0466361594517","304.66361594517"
"350921","霞浦县","Xiapu County","福建省","2021","12","3.34148918400401","334.148918400401"
"350922","古田县","Gutian County","福建省","2013","12","2.51658127840454","251.658127840454"
"350922","古田县","Gutian County","福建省","2014","12","2.60749760691701","260.749760691701"
"350922","古田县","Gutian County","福建省","2015","12","2.68296040938155","268.296040938155"
"350922","古田县","Gutian County","福建省","2016","12","3.11370393488562","311.370393488562"
"350922","古田县","Gutian County","福建省","2017","12","3.24830487730674","324.830487730674"
"350922","古田县","Gutian County","福建省","2018","12","3.2887799731802","328.87799731802"
"350922","古田县","Gutian County","福建省","2019","12","3.2608909893043","326.08909893043"
"350922","古田县","Gutian County","福建省","2020","12","3.34007082924667","334.007082924667"
"350922","古田县","Gutian County","福建省","2021","12","3.69983288970396","369.983288970396"
"350923","屏南县","Pingnan County","福建省","2013","12","2.4845444352201","248.45444352201"
"350923","屏南县","Pingnan County","福建省","2014","12","2.5799540704022","257.99540704022"
"350923","屏南县","Pingnan County","福建省","2015","12","2.64181560197602","264.181560197602"
"350923","屏南县","Pingnan County","福建省","2016","12","2.43295858635187","243.295858635187"
"350923","屏南县","Pingnan County","福建省","2017","12","2.50396831185025","250.396831185025"
"350923","屏南县","Pingnan County","福建省","2018","12","1.82357565662336","182.357565662336"
"350923","屏南县","Pingnan County","福建省","2019","12","1.95699805730597","195.699805730597"
"350923","屏南县","Pingnan County","福建省","2020","12","2.05356682705052","205.356682705052"
"350923","屏南县","Pingnan County","福建省","2021","12","2.69858967004369","269.858967004369"
"350924","寿宁县","Shouning County","福建省","2013","12","2.32667350559828","232.667350559828"
"350924","寿宁县","Shouning County","福建省","2014","12","2.51400432755384","251.400432755384"
"350924","寿宁县","Shouning County","福建省","2015","12","2.57232991631904","257.232991631904"
"350924","寿宁县","Shouning County","福建省","2016","12","2.49049876447212","249.049876447212"
"350924","寿宁县","Shouning County","福建省","2017","12","2.65801585427542","265.801585427542"
"350924","寿宁县","Shouning County","福建省","2018","12","2.57902815619952","257.902815619952"
"350924","寿宁县","Shouning County","福建省","2019","12","2.94836842498525","294.836842498525"
"350924","寿宁县","Shouning County","福建省","2020","12","3.06962072091528","306.962072091528"
"350924","寿宁县","Shouning County","福建省","2021","12","2.90028877965295","290.028877965295"
"350925","周宁县","Zhouning County","福建省","2013","12","2.23568523891254","223.568523891254"
"350925","周宁县","Zhouning County","福建省","2014","12","2.43849538562935","243.849538562935"
"350925","周宁县","Zhouning County","福建省","2015","12","2.40790255355255","240.790255355255"
"350925","周宁县","Zhouning County","福建省","2016","12","2.34994719900457","234.994719900457"
"350925","周宁县","Zhouning County","福建省","2017","12","2.47438158978874","247.438158978874"
"350925","周宁县","Zhouning County","福建省","2018","12","2.48335107799081","248.335107799081"
"350925","周宁县","Zhouning County","福建省","2019","12","2.64191487444282","264.191487444282"
"350925","周宁县","Zhouning County","福建省","2020","12","2.69420888866167","269.420888866167"
"350925","周宁县","Zhouning County","福建省","2021","12","2.97805490052027","297.805490052027"
"350926","柘荣县","Zherong County","福建省","2013","12","2.45399388949959","245.399388949959"
"350926","柘荣县","Zherong County","福建省","2014","12","2.75451748666502","275.451748666502"
"350926","柘荣县","Zherong County","福建省","2015","12","2.70770959516968","270.770959516968"
"350926","柘荣县","Zherong County","福建省","2016","12","2.73687864221975","273.687864221975"
"350926","柘荣县","Zherong County","福建省","2017","12","2.35704231531881","235.704231531881"
"350926","柘荣县","Zherong County","福建省","2018","12","2.47226569106512","247.226569106512"
"350926","柘荣县","Zherong County","福建省","2019","12","2.56756189136027","256.756189136027"
"350926","柘荣县","Zherong County","福建省","2020","12","2.60259569464841","260.259569464841"
"350926","柘荣县","Zherong County","福建省","2021","12","3.01549780221285","301.549780221285"
"350981","福安市","Fu'an City","福建省","2013","12","2.48756772857556","248.756772857556"
"350981","福安市","Fu'an City","福建省","2014","12","2.69596959160593","269.596959160593"
"350981","福安市","Fu'an City","福建省","2015","12","2.71565607107065","271.565607107065"
"350981","福安市","Fu'an City","福建省","2016","12","2.68508790498744","268.508790498744"
"350981","福安市","Fu'an City","福建省","2017","12","2.71111874342786","271.111874342786"
"350981","福安市","Fu'an City","福建省","2018","12","3.02563044869401","302.563044869401"
"350981","福安市","Fu'an City","福建省","2019","12","3.44588700701998","344.588700701998"
"350981","福安市","Fu'an City","福建省","2020","12","3.06130932076011","306.130932076011"
"350981","福安市","Fu'an City","福建省","2021","12","3.34185518015237","334.185518015237"
"350982","福鼎市","Fuding City","福建省","2013","12","2.51110447472844","251.110447472844"
"350982","福鼎市","Fuding City","福建省","2014","12","2.68683716646388","268.683716646388"
"350982","福鼎市","Fuding City","福建省","2015","12","2.72487488725487","272.487488725487"
"350982","福鼎市","Fuding City","福建省","2016","12","2.65991342344586","265.991342344586"
"350982","福鼎市","Fuding City","福建省","2017","12","2.87324108316482","287.324108316482"
"350982","福鼎市","Fuding City","福建省","2018","12","2.80833077124093","280.833077124093"
"350982","福鼎市","Fuding City","福建省","2019","12","3.01186451543772","301.186451543772"
"350982","福鼎市","Fuding City","福建省","2020","12","3.06281089811206","306.281089811206"
"350982","福鼎市","Fuding City","福建省","2021","12","3.33516016239565","333.516016239565"
