"distcode","county_cn","county_en","province_cn","year","month_count","co2_million_tons","co2_10000_tons"
"350503","丰泽区","Fengze District","福建省","2019","12","3.55199113990709","355.199113990708"
"350503","丰泽区","Fengze District","福建省","2020","12","3.5445244683401","354.45244683401"
"350503","丰泽区","Fengze District","福建省","2021","12","3.6655210361063","366.55210361063"
"350504","洛江区","Luojiang District","福建省","2013","12","2.39468625848505","239.468625848505"
"350504","洛江区","Luojiang District","福建省","2014","12","2.5913386292734","259.13386292734"
"350504","洛江区","Luojiang District","福建省","2015","12","2.6216970356239","262.16970356239"
"350504","洛江区","Luojiang District","福建省","2016","12","2.68043472418438","268.043472418438"
"350504","洛江区","Luojiang District","福建省","2017","12","2.83567257649373","283.567257649373"
"350504","洛江区","Luojiang District","福建省","2018","12","3.03757555945933","303.757555945933"
"350504","洛江区","Luojiang District","福建省","2019","12","3.11334753752805","311.334753752805"
"350504","洛江区","Luojiang District","福建省","2020","12","3.24024666438317","324.024666438317"
"350504","洛江区","Luojiang District","福建省","2021","12","3.59959217012599","359.959217012599"
"350505","泉港区","Quangang District","福建省","2013","12","2.36040690576801","236.040690576801"
"350505","泉港区","Quangang District","福建省","2014","12","2.56840079068219","256.840079068219"
"350505","泉港区","Quangang District","福建省","2015","12","2.54085833397994","254.085833397994"
"350505","泉港区","Quangang District","福建省","2016","12","2.52989770193232","252.989770193232"
"350505","泉港区","Quangang District","福建省","2017","12","2.60203073082844","260.203073082844"
"350505","泉港区","Quangang District","福建省","2018","12","2.67120689323714","267.120689323714"
"350505","泉港区","Quangang District","福建省","2019","12","2.82839704738963","282.839704738963"
"350505","泉港区","Quangang District","福建省","2020","12","2.84004063629757","284.004063629757"
"350505","泉港区","Quangang District","福建省","2021","12","3.14550539055664","314.550539055664"
"350521","惠安县","Hui'an County","福建省","2013","12","2.39931150890066","239.931150890066"
"350521","惠安县","Hui'an County","福建省","2014","12","2.5996502444406","259.96502444406"
"350521","惠安县","Hui'an County","福建省","2015","12","2.59967264357746","259.967264357747"
"350521","惠安县","Hui'an County","福建省","2016","12","2.56154138081137","256.154138081137"
"350521","惠安县","Hui'an County","福建省","2017","12","2.62747534093025","262.747534093025"
"350521","惠安县","Hui'an County","福建省","2018","12","2.7217149292625","272.17149292625"
"350521","惠安县","Hui'an County","福建省","2019","12","2.89403095047324","289.403095047324"
"350521","惠安县","Hui'an County","福建省","2020","12","2.88125207502868","288.125207502868"
"350521","惠安县","Hui'an County","福建省","2021","12","3.14243541591655","314.243541591655"
"350524","安溪县","Anxi County","福建省","2013","12","2.39921361038451","239.921361038451"
"350524","安溪县","Anxi County","福建省","2014","12","2.5996502444406","259.96502444406"
"350524","安溪县","Anxi County","福建省","2015","12","2.57891539298696","257.891539298697"
"350524","安溪县","Anxi County","福建省","2016","12","2.51785584435319","251.785584435319"
"350524","安溪县","Anxi County","福建省","2017","12","2.61101662971178","261.101662971178"
"350524","安溪县","Anxi County","福建省","2018","12","2.67836958668158","267.836958668158"
"350524","安溪县","Anxi County","福建省","2019","12","2.82265890839753","282.265890839753"
"350524","安溪县","Anxi County","福建省","2020","12","2.85962631272377","285.962631272377"
"350524","安溪县","Anxi County","福建省","2021","12","3.13060075609679","313.060075609679"
"350525","永春县","Yongchun County","福建省","2013","12","2.37251902501387","237.251902501387"
"350525","永春县","Yongchun County","福建省","2014","12","2.57565175657606","257.565175657607"
"350525","永春县","Yongchun County","福建省","2015","12","2.56894618520491","256.894618520491"
"350525","永春县","Yongchun County","福建省","2016","12","2.49548493358994","249.548493358994"
"350525","永春县","Yongchun County","福建省","2017","12","2.56539838319213","256.539838319213"
"350525","永春县","Yongchun County","福建省","2018","12","2.6561430196049","265.61430196049"
"350525","永春县","Yongchun County","福建省","2019","12","2.84186700772752","284.186700772752"
"350525","永春县","Yongchun County","福建省","2020","12","2.83253450676837","283.253450676837"
"350525","永春县","Yongchun County","福建省","2021","12","3.11595376479015","311.595376479015"
"350526","德化县","Dehua County","福建省","2013","12","2.33128321415257","233.128321415257"
"350526","德化县","Dehua County","福建省","2014","12","2.56742568773646","256.742568773646"
"350526","德化县","Dehua County","福建省","2015","12","2.53757817943182","253.757817943182"
"350526","德化县","Dehua County","福建省","2016","12","2.48168379046598","248.168379046598"
"350526","德化县","Dehua County","福建省","2017","12","2.57486208054858","257.486208054858"
"350526","德化县","Dehua County","福建省","2018","12","2.62175123072422","262.175123072422"
"350526","德化县","Dehua County","福建省","2019","12","2.79149947107305","279.149947107305"
"350526","德化县","Dehua County","福建省","2020","12","2.79111164125575","279.111164125575"
"350526","德化县","Dehua County","福建省","2021","12","3.05901806999012","305.901806999012"
"350527","金门县","Kinmen County","福建省","2013","12","2.31965694437695","231.965694437695"
"350527","金门县","Kinmen County","福建省","2014","12","2.5182746614016","251.827466140159"
"350527","金门县","Kinmen County","福建省","2015","12","2.63641546527571","263.641546527571"
"350527","金门县","Kinmen County","福建省","2016","12","2.94759700284007","294.759700284007"
"350527","金门县","Kinmen County","福建省","2017","12","2.9604501228992","296.04501228992"
"350527","金门县","Kinmen County","福建省","2018","12","3.2505592867287","325.05592867287"
"350527","金门县","Kinmen County","福建省","2019","12","3.55587532546504","355.587532546504"
"350527","金门县","Kinmen County","福建省","2020","12","3.58067584977414","358.067584977414"
"350527","金门县","Kinmen County","福建省","2021","12","3.69681840513663","369.681840513663"
"350581","石狮市","Shishi City","福建省","2013","12","2.61813182959537","261.813182959537"
"350581","石狮市","Shishi City","福建省","2014","12","2.62561828931407","262.561828931407"
"350581","石狮市","Shishi City","福建省","2015","12","2.55071077960484","255.071077960485"
"350581","石狮市","Shishi City","福建省","2016","12","2.12831843411395","212.831843411395"
"350581","石狮市","Shishi City","福建省","2017","12","2.25829902315909","225.829902315909"
"350581","石狮市","Shishi City","福建省","2018","12","2.23631523778417","223.631523778418"
"350581","石狮市","Shishi City","福建省","2019","12","2.38121291672885","238.121291672885"
"350581","石狮市","Shishi City","福建省","2020","12","2.37818983314424","237.818983314424"
"350581","石狮市","Shishi City","福建省","2021","12","2.64467319986494","264.467319986494"
"350582","晋江市","Jinjiang City","福建省","2013","12","2.34520370162373","234.520370162373"
"350582","晋江市","Jinjiang City","福建省","2014","12","2.53120106030715","253.120106030715"
"350582","晋江市","Jinjiang City","福建省","2015","12","2.7216231203038","272.16231203038"
"350582","晋江市","Jinjiang City","福建省","2016","12","3.31601968445669","331.601968445669"
"350582","晋江市","Jinjiang City","福建省","2017","12","3.49857011153081","349.857011153081"
"350582","晋江市","Jinjiang City","福建省","2018","12","3.57427076900989","357.427076900989"
"350582","晋江市","Jinjiang City","福建省","2019","12","3.49231644468709","349.231644468709"
"350582","晋江市","Jinjiang City","福建省","2020","12","2.28482395500631","228.482395500631"
"350582","晋江市","Jinjiang City","福建省","2021","12","3.40247062164667","340.247062164667"
"350583","南安市","Nan'an City","福建省","2013","12","2.39940940741681","239.940940741681"
"350583","南安市","Nan'an City","福建省","2014","12","2.60071105959375","260.071105959375"
"350583","南安市","Nan'an City","福建省","2015","12","2.58954056305816","258.954056305816"
"350583","南安市","Nan'an City","福建省","2016","12","2.51993286485324","251.993286485324"
"350583","南安市","Nan'an City","福建省","2017","12","2.59010554329719","259.010554329719"
"350583","南安市","Nan'an City","福建省","2018","12","2.67642855206887","267.642855206887"
"350583","南安市","Nan'an City","福建省","2019","12","2.84697407569605","284.697407569605"
"350583","南安市","Nan'an City","福建省","2020","12","2.85512175326947","285.512175326947"
"350583","南安市","Nan'an City","福建省","2021","12","3.12667590525491","312.667590525491"
"350602","芗城区","Xiangcheng District","福建省","2013","12","1.89215028102631","189.215028102631"
"350602","芗城区","Xiangcheng District","福建省","2014","12","2.04364160412851","204.364160412851"
"350602","芗城区","Xiangcheng District","福建省","2015","12","1.98744754098375","198.744754098375"
"350602","芗城区","Xiangcheng District","福建省","2016","12","1.98793726226907","198.793726226907"
"350602","芗城区","Xiangcheng District","福建省","2017","12","2.37658874156264","237.658874156263"
"350602","芗城区","Xiangcheng District","福建省","2018","12","2.71414923582519","271.414923582519"
"350602","芗城区","Xiangcheng District","福建省","2019","12","2.90154433222313","290.154433222313"
"350602","芗城区","Xiangcheng District","福建省","2020","12","1.97188865360111","197.188865360111"
"350602","芗城区","Xiangcheng District","福建省","2021","12","1.89336883617494","189.336883617494"
"350603","龙文区","Longwen District","福建省","2013","12","1.86718543096889","186.718543096889"
"350603","龙文区","Longwen District","福建省","2014","12","2.02325757599326","202.325757599326"
"350603","龙文区","Longwen District","福建省","2015","12","2.02306102822152","202.306102822152"
"350603","龙文区","Longwen District","福建省","2016","12","1.9934039287039","199.34039287039"
"350603","龙文区","Longwen District","福建省","2017","12","2.04976774644158","204.976774644158"
"350603","龙文区","Longwen District","福建省","2018","12","2.11825816732082","211.825816732082"
"350603","龙文区","Longwen District","福建省","2019","12","2.25236839512202","225.236839512202"
"350603","龙文区","Longwen District","福建省","2020","12","2.25918244079459","225.918244079459"
"350603","龙文区","Longwen District","福建省","2021","12","2.4732387187699","247.32387187699"
"350622","云霄县","Yunxiao County","福建省","2013","12","1.89949207324245","189.949207324245"
"350622","云霄县","Yunxiao County","福建省","2014","12","2.04928431482674","204.928431482675"
"350622","云霄县","Yunxiao County","福建省","2015","12","2.25026621882975","225.026621882975"
"350622","云霄县","Yunxiao County","福建省","2016","12","2.79259624911229","279.259624911229"
"350622","云霄县","Yunxiao County","福建省","2017","12","2.61224210354778","261.224210354778"
"350622","云霄县","Yunxiao County","福建省","2018","12","2.75700224504355","275.700224504355"
"350622","云霄县","Yunxiao County","福建省","2019","12","3.17529087725491","317.529087725491"
"350622","云霄县","Yunxiao County","福建省","2020","12","3.15197151979281","315.197151979281"
"350622","云霄县","Yunxiao County","福建省","2021","12","3.48673369183162","348.673369183162"
"350623","漳浦县","Zhangpu County","福建省","2013","12","1.87612801199419","187.612801199419"
"350623","漳浦县","Zhangpu County","福建省","2014","12","2.04720661426062","204.720661426062"
"350623","漳浦县","Zhangpu County","福建省","2015","12","1.98487331691364","198.487331691364"
"350623","漳浦县","Zhangpu County","福建省","2016","12","1.72809661084297","172.809661084297"
"350623","漳浦县","Zhangpu County","福建省","2017","12","1.800717366558","180.0717366558"
"350623","漳浦县","Zhangpu County","福建省","2018","12","1.8535011668613","185.35011668613"
"350623","漳浦县","Zhangpu County","福建省","2019","12","1.95753376374264","195.753376374264"
"350623","漳浦县","Zhangpu County","福建省","2020","12","1.98825863948524","198.825863948524"
"350623","漳浦县","Zhangpu County","福建省","2021","12","2.17749490459868","217.749490459868"
"350624","诏安县","Zhao'an County","福建省","2013","12","1.89009227726573","189.009227726573"
"350624","诏安县","Zhao'an County","福建省","2014","12","2.0292310226289","202.92310226289"
"350624","诏安县","Zhao'an County","福建省","2015","12","2.11588620741146","211.588620741146"
"350624","诏安县","Zhao'an County","福建省","2016","12","2.36511766373618","236.511766373618"
"350624","诏安县","Zhao'an County","福建省","2017","12","1.93908214412019","193.908214412019"
"350624","诏安县","Zhao'an County","福建省","2018","12","1.84400953898513","184.400953898514"
"350624","诏安县","Zhao'an County","福建省","2019","12","1.92439405968921","192.439405968921"
"350624","诏安县","Zhao'an County","福建省","2020","12","1.99954455442468","199.954455442468"
"350624","诏安县","Zhao'an County","福建省","2021","12","2.24448729715431","224.448729715431"
"350625","长泰县","Changtai County","福建省","2013","12","1.90445211781798","190.445211781798"
"350625","长泰县","Changtai County","福建省","2014","12","2.02125996696662","202.125996696662"
"350625","长泰县","Changtai County","福建省","2015","12","1.93704308912335","193.704308912335"
"350625","长泰县","Changtai County","福建省","2016","12","1.80072324385654","180.072324385654"
"350625","长泰县","Changtai County","福建省","2017","12","1.76821043721039","176.821043721039"
"350625","长泰县","Changtai County","福建省","2018","12","1.86455960976398","186.455960976398"
"350625","长泰县","Changtai County","福建省","2019","12","1.97824879608339","197.824879608339"
"350625","长泰县","Changtai County","福建省","2020","12","2.01884655380124","201.884655380124"
"350625","长泰县","Changtai County","福建省","2021","12","1.88806281739303","188.806281739303"
"350626","东山县","Dongshan County","福建省","2013","12","1.85490694087139","185.490694087139"
"350626","东山县","Dongshan County","福建省","2014","12","1.90540866127931","190.540866127931"
"350626","东山县","Dongshan County","福建省","2015","12","1.79268166960459","179.268166960459"
"350626","东山县","Dongshan County","福建省","2016","12","2.20475119629534","220.475119629534"
"350626","东山县","Dongshan County","福建省","2017","12","2.02685384480078","202.685384480078"
"350626","东山县","Dongshan County","福建省","2018","12","2.33347994087184","233.347994087184"
"350626","东山县","Dongshan County","福建省","2019","12","2.10817389044331","210.817389044331"
"350626","东山县","Dongshan County","福建省","2020","12","2.12257074950508","212.257074950508"
"350626","东山县","Dongshan County","福建省","2021","12","2.33782695100256","233.782695100257"
"350627","南靖县","Nanjing County","福建省","2013","12","1.7906439181272","179.06439181272"
"350627","南靖县","Nanjing County","福建省","2014","12","1.81649006123112","181.649006123111"
"350627","南靖县","Nanjing County","福建省","2015","12","1.82993675055573","182.993675055573"
"350627","南靖县","Nanjing County","福建省","2016","12","1.80226613931337","180.226613931337"
"350627","南靖县","Nanjing County","福建省","2017","12","1.80595420038781","180.595420038781"
"350627","南靖县","Nanjing County","福建省","2018","12","1.95606967565977","195.606967565977"
"350627","南靖县","Nanjing County","福建省","2019","12","2.07875903106823","207.875903106823"
"350627","南靖县","Nanjing County","福建省","2020","12","2.10364077621182","210.364077621182"
"350627","南靖县","Nanjing County","福建省","2021","12","2.19025243394884","219.025243394884"
"350628","平和县","Pinghe County","福建省","2013","12","1.62888161869727","162.888161869727"
"350628","平和县","Pinghe County","福建省","2014","12","1.83352921366055","183.352921366055"
"350628","平和县","Pinghe County","福建省","2015","12","2.04956513793858","204.956513793858"
"350628","平和县","Pinghe County","福建省","2016","12","2.00679380467935","200.679380467935"
"350628","平和县","Pinghe County","福建省","2017","12","2.03833832601716","203.833832601717"
"350628","平和县","Pinghe County","福建省","2018","12","1.97938569248672","197.938569248672"
"350628","平和县","Pinghe County","福建省","2019","12","2.08721385650385","208.721385650385"
"350628","平和县","Pinghe County","福建省","2020","12","2.07958826202958","207.958826202958"
"350628","平和县","Pinghe County","福建省","2021","12","2.1656235031733","216.56235031733"
"350629","华安县","Hua'an County","福建省","2013","12","1.62789776719774","162.789776719774"
"350629","华安县","Hua'an County","福建省","2014","12","1.71812942091108","171.812942091108"
"350629","华安县","Hua'an County","福建省","2015","12","1.70739405795174","170.739405795173"
"350629","华安县","Hua'an County","福建省","2016","12","1.57751430311832","157.751430311832"
"350629","华安县","Hua'an County","福建省","2017","12","1.70721138851599","170.721138851599"
"350629","华安县","Hua'an County","福建省","2018","12","2.42393286526202","242.393286526202"
"350629","华安县","Hua'an County","福建省","2019","12","2.64294998939235","264.294998939235"
"350629","华安县","Hua'an County","福建省","2020","12","2.76946615738926","276.946615738926"
"350629","华安县","Hua'an County","福建省","2021","12","2.64030962407545","264.030962407545"
"350681","龙海市","Longhai  City","福建省","2013","12","1.87629628503331","187.629628503332"
"350681","龙海市","Longhai  City","福建省","2014","12","2.03424091650272","203.424091650272"
"350681","龙海市","Longhai  City","福建省","2015","12","2.1304316969304","213.04316969304"
"350681","龙海市","Longhai  City","福建省","2016","12","2.08335472604921","208.335472604922"
"350681","龙海市","Longhai  City","福建省","2017","12","1.96697478991943","196.697478991943"
"350681","龙海市","Longhai  City","福建省","2018","12","1.82426100565129","182.426100565129"
"350681","龙海市","Longhai  City","福建省","2019","12","2.59927305621084","259.927305621084"
"350681","龙海市","Longhai  City","福建省","2020","12","1.93447056327214","193.447056327214"
"350681","龙海市","Longhai  City","福建省","2021","12","2.51507155942189","251.507155942189"
"350702","延平区","Yanping District","福建省","2013","12","1.90768073380357","190.768073380357"
"350702","延平区","Yanping District","福建省","2014","12","1.9783397080987","197.83397080987"
"350702","延平区","Yanping District","福建省","2015","12","1.0299970945992","102.99970945992"
"350702","延平区","Yanping District","福建省","2016","12","1.25361425478067","125.361425478067"
"350702","延平区","Yanping District","福建省","2017","12","1.2006583132287","120.06583132287"
"350702","延平区","Yanping District","福建省","2018","12","1.36045887489448","136.045887489448"
"350702","延平区","Yanping District","福建省","2019","12","0.655294240408648","65.5294240408647"
"350702","延平区","Yanping District","福建省","2020","12","1.24616463639366","124.616463639366"
"350702","延平区","Yanping District","福建省","2021","12","1.34108205629664","134.108205629664"
"350721","顺昌县","Shunchang County","福建省","2013","12","1.10818599793214","110.818599793214"
"350721","顺昌县","Shunchang County","福建省","2014","12","1.27471065362536","127.471065362536"
"350721","顺昌县","Shunchang County","福建省","2015","12","1.32927139448284","132.927139448284"
"350721","顺昌县","Shunchang County","福建省","2016","12","1.47354506183067","147.354506183067"
"350721","顺昌县","Shunchang County","福建省","2017","12","1.5886825463138","158.86825463138"
"350721","顺昌县","Shunchang County","福建省","2018","12","1.48935881039272","148.935881039272"
"350721","顺昌县","Shunchang County","福建省","2019","12","1.77102263579502","177.102263579502"
"350721","顺昌县","Shunchang County","福建省","2020","12","1.67459626329424","167.459626329424"
"350721","顺昌县","Shunchang County","福建省","2021","12","1.86527905551513","186.527905551513"
"350722","浦城县","Pucheng County","福建省","2013","12","1.51219636043709","151.219636043709"
"350722","浦城县","Pucheng County","福建省","2014","12","1.39728955423333","139.728955423333"
"350722","浦城县","Pucheng County","福建省","2015","12","1.23736877458448","123.736877458448"
"350722","浦城县","Pucheng County","福建省","2016","12","1.191667931931","119.1667931931"
"350722","浦城县","Pucheng County","福建省","2017","12","1.28036427149102","128.036427149102"
"350722","浦城县","Pucheng County","福建省","2018","12","1.30710981664984","130.710981664984"
"350722","浦城县","Pucheng County","福建省","2019","12","1.37123434399986","137.123434399986"
"350722","浦城县","Pucheng County","福建省","2020","12","1.33089932963649","133.089932963649"
"350722","浦城县","Pucheng County","福建省","2021","12","1.50648150454461","150.648150454461"
"350723","光泽县","Guangze County","福建省","2013","12","1.32250968027482","132.250968027482"
"350723","光泽县","Guangze County","福建省","2014","12","1.34546453705953","134.546453705953"
"350723","光泽县","Guangze County","福建省","2015","12","1.38781980887834","138.781980887834"
"350723","光泽县","Guangze County","福建省","2016","12","1.38609807303191","138.609807303191"
"350723","光泽县","Guangze County","福建省","2017","12","1.53059348687201","153.0593486872"
"350723","光泽县","Guangze County","福建省","2018","12","1.5801706817476","158.01706817476"
"350723","光泽县","Guangze County","福建省","2019","12","1.71777890330932","171.777890330932"
"350723","光泽县","Guangze County","福建省","2020","12","1.69004986998653","169.004986998653"
"350723","光泽县","Guangze County","福建省","2021","12","1.61674748407302","161.674748407302"
"350724","松溪县","Songxi County","福建省","2013","12","1.17396119467048","117.396119467048"
"350724","松溪县","Songxi County","福建省","2014","12","1.48111029003532","148.111029003532"
"350724","松溪县","Songxi County","福建省","2015","12","1.49737277411109","149.737277411109"
"350724","松溪县","Songxi County","福建省","2016","12","1.31630779800657","131.630779800657"
"350724","松溪县","Songxi County","福建省","2017","12","1.25822979279353","125.822979279353"
"350724","松溪县","Songxi County","福建省","2018","12","1.43110524925197","143.110524925197"
"350724","松溪县","Songxi County","福建省","2019","12","1.50784338118434","150.784338118434"
"350724","松溪县","Songxi County","福建省","2020","12","1.58782742974473","158.782742974473"
"350724","松溪县","Songxi County","福建省","2021","12","1.87793193334722","187.793193334722"
"350725","政和县","Zhenghe County","福建省","2013","12","1.17938691599966","117.938691599966"
"350725","政和县","Zhenghe County","福建省","2014","12","1.43400525922712","143.400525922712"
"350725","政和县","Zhenghe County","福建省","2015","12","1.48970358918291","148.970358918291"
"350725","政和县","Zhenghe County","福建省","2016","12","1.325871605866","132.5871605866"
"350725","政和县","Zhenghe County","福建省","2017","12","1.48566427017903","148.566427017903"
"350725","政和县","Zhenghe County","福建省","2018","12","1.53068890534514","153.068890534514"
"350725","政和县","Zhenghe County","福建省","2019","12","1.57482822549729","157.482822549729"
"350725","政和县","Zhenghe County","福建省","2020","12","1.41947460901649","141.947460901649"
"350725","政和县","Zhenghe County","福建省","2021","12","1.68532495305492","168.532495305492"
"350781","邵武市","Shaowu City","福建省","2013","12","1.11185258433942","111.185258433942"
"350781","邵武市","Shaowu City","福建省","2014","12","1.28231053900016","128.231053900016"
"350781","邵武市","Shaowu City","福建省","2015","12","1.4021598130733","140.21598130733"
"350781","邵武市","Shaowu City","福建省","2016","12","1.62266353264204","162.266353264204"
"350781","邵武市","Shaowu City","福建省","2017","12","1.30456027144522","130.456027144522"
"350781","邵武市","Shaowu City","福建省","2018","12","1.41310294618006","141.310294618007"
"350781","邵武市","Shaowu City","福建省","2019","12","1.51939827460122","151.939827460122"
"350781","邵武市","Shaowu City","福建省","2020","12","1.46414665619565","146.414665619565"
"350781","邵武市","Shaowu City","福建省","2021","12","1.65843015365573","165.843015365573"
"350782","武夷山市","Wuyishan City","福建省","2013","12","1.25861204337337","125.861204337337"
"350782","武夷山市","Wuyishan City","福建省","2014","12","1.27341361278756","127.341361278756"
"350782","武夷山市","Wuyishan City","福建省","2015","12","1.5752132825926","157.52132825926"
"350782","武夷山市","Wuyishan City","福建省","2016","12","1.56060324480414","156.060324480414"
"350782","武夷山市","Wuyishan City","福建省","2017","12","1.6333692817757","163.33692817757"
"350782","武夷山市","Wuyishan City","福建省","2018","12","1.65782261032687","165.782261032687"
"350782","武夷山市","Wuyishan City","福建省","2019","12","1.61440962185423","161.440962185423"
"350782","武夷山市","Wuyishan City","福建省","2020","12","1.45417148006827","145.417148006827"
"350782","武夷山市","Wuyishan City","福建省","2021","12","1.6897494290503","168.97494290503"
"350783","建瓯市","Jian'ou City","福建省","2013","12","1.6412769687116","164.12769687116"
"350783","建瓯市","Jian'ou City","福建省","2014","12","1.37053364348253","137.053364348253"
"350783","建瓯市","Jian'ou City","福建省","2015","12","1.44481314366143","144.481314366143"
"350783","建瓯市","Jian'ou City","福建省","2016","12","1.92060145600993","192.060145600993"
"350783","建瓯市","Jian'ou City","福建省","2017","12","1.39494856779632","139.494856779632"
"350783","建瓯市","Jian'ou City","福建省","2018","12","2.03346821356194","203.346821356194"
"350783","建瓯市","Jian'ou City","福建省","2019","12","1.79342701664424","179.342701664423"
"350783","建瓯市","Jian'ou City","福建省","2020","12","2.17881973433759","217.881973433759"
"350783","建瓯市","Jian'ou City","福建省","2021","12","2.39568820206633","239.568820206633"
"350784","建阳市","Jianyang City","福建省","2013","12","1.17868007925708","117.868007925708"
"350784","建阳市","Jianyang City","福建省","2014","12","1.38925558338218","138.925558338218"
"350784","建阳市","Jianyang City","福建省","2015","12","1.44625347844883","144.625347844883"
"350784","建阳市","Jianyang City","福建省","2016","12","1.316215061099","131.6215061099"
"350784","建阳市","Jianyang City","福建省","2017","12","1.43466217040236","143.466217040236"
"350784","建阳市","Jianyang City","福建省","2018","12","1.5083751458176","150.83751458176"
"350784","建阳市","Jianyang City","福建省","2019","12","1.79166800011614","179.166800011614"
"350784","建阳市","Jianyang City","福建省","2020","12","1.60275654811261","160.275654811261"
"350784","建阳市","Jianyang City","福建省","2021","12","1.74067119437247","174.067119437247"
"350802","新罗区","Xinluo District","福建省","2013","12","1.63667621491563","163.667621491563"
"350802","新罗区","Xinluo District","福建省","2014","12","1.69279728775778","169.279728775778"
"350802","新罗区","Xinluo District","福建省","2015","12","1.70587259962439","170.587259962439"
"350802","新罗区","Xinluo District","福建省","2016","12","1.66827554696797","166.827554696797"
"350802","新罗区","Xinluo District","福建省","2017","12","1.78921147953299","178.921147953299"
"350802","新罗区","Xinluo District","福建省","2018","12","1.87733542271902","187.733542271902"
"350802","新罗区","Xinluo District","福建省","2019","12","1.90769053541812","190.769053541812"
"350802","新罗区","Xinluo District","福建省","2020","12","1.89403177347686","189.403177347685"
"350802","新罗区","Xinluo District","福建省","2021","12","2.21944230495735","221.944230495735"
"350821","长汀县","Changting County","福建省","2013","12","1.55358483742065","155.358483742065"
"350821","长汀县","Changting County","福建省","2014","12","1.87320558646922","187.320558646922"
"350821","长汀县","Changting County","福建省","2015","12","1.92614406644266","192.614406644266"
"350821","长汀县","Changting County","福建省","2016","12","1.86472947848556","186.472947848555"
"350821","长汀县","Changting County","福建省","2017","12","1.88339364794944","188.339364794944"
"350821","长汀县","Changting County","福建省","2018","12","1.90277209578088","190.277209578088"
"350821","长汀县","Changting County","福建省","2019","12","1.98397102205105","198.397102205105"
"350821","长汀县","Changting County","福建省","2020","12","2.05317776574656","205.317776574657"
"350821","长汀县","Changting County","福建省","2021","12","2.34994921595653","234.994921595653"
"350822","永定县","Yongding County","福建省","2013","12","1.52868584006769","152.868584006769"
"350822","永定县","Yongding County","福建省","2014","12","1.75674928594297","175.674928594297"
"350822","永定县","Yongding County","福建省","2015","12","1.70696704313739","170.696704313739"
"350822","永定县","Yongding County","福建省","2016","12","1.77969709521621","177.969709521621"
"350822","永定县","Yongding County","福建省","2017","12","1.80514449364228","180.514449364228"
"350822","永定县","Yongding County","福建省","2018","12","1.76423583234417","176.423583234417"
"350822","永定县","Yongding County","福建省","2019","12","2.01009932444736","201.009932444736"
"350822","永定县","Yongding County","福建省","2020","12","2.14880276386556","214.880276386556"
"350822","永定县","Yongding County","福建省","2021","12","2.37905456257222","237.905456257222"
"350823","上杭县","Shanghang County","福建省","2013","12","1.51916043832658","151.916043832658"
"350823","上杭县","Shanghang County","福建省","2014","12","1.87495844120599","187.495844120599"
"350823","上杭县","Shanghang County","福建省","2015","12","1.72039126477227","172.039126477227"
"350823","上杭县","Shanghang County","福建省","2016","12","1.86834387691895","186.834387691895"
"350823","上杭县","Shanghang County","福建省","2017","12","2.0038533401015","200.38533401015"
"350823","上杭县","Shanghang County","福建省","2018","12","1.96173558523875","196.173558523875"
"350823","上杭县","Shanghang County","福建省","2019","12","2.0692940930703","206.92940930703"
"350823","上杭县","Shanghang County","福建省","2020","12","2.192611389309","219.2611389309"
"350823","上杭县","Shanghang County","福建省","2021","12","2.34867634509532","234.867634509532"
"350824","武平县","Wuping County","福建省","2013","12","1.51764836878781","151.764836878781"
"350824","武平县","Wuping County","福建省","2014","12","1.64736923862632","164.736923862632"
"350824","武平县","Wuping County","福建省","2015","12","1.65264908066925","165.264908066925"
"350824","武平县","Wuping County","福建省","2016","12","1.29874301211163","129.874301211163"
"350824","武平县","Wuping County","福建省","2017","12","1.40221660150085","140.221660150085"
"350824","武平县","Wuping County","福建省","2018","12","1.46027358144277","146.027358144277"
"350824","武平县","Wuping County","福建省","2019","12","1.66895011014582","166.895011014582"
"350824","武平县","Wuping County","福建省","2020","12","1.63049910592393","163.049910592393"
"350824","武平县","Wuping County","福建省","2021","12","1.7270179213238","172.70179213238"
"350825","连城县","Liancheng County","福建省","2013","12","1.59272167785354","159.272167785354"
"350825","连城县","Liancheng County","福建省","2014","12","1.74244145553193","174.244145553193"
"350825","连城县","Liancheng County","福建省","2015","12","1.76966404650705","176.966404650705"
"350825","连城县","Liancheng County","福建省","2016","12","1.60602313533394","160.602313533395"
"350825","连城县","Liancheng County","福建省","2017","12","1.81384878524536","181.384878524536"
"350825","连城县","Liancheng County","福建省","2018","12","1.94643248640048","194.643248640048"
"350825","连城县","Liancheng County","福建省","2019","12","1.96280446222053","196.280446222053"
"350825","连城县","Liancheng County","福建省","2020","12","2.23290754780593","223.290754780593"
"350825","连城县","Liancheng County","福建省","2021","12","2.36124683435468","236.124683435468"
"350881","漳平市","Zhangping City","福建省","2013","12","1.5269468219696","152.69468219696"
"350881","漳平市","Zhangping City","福建省","2014","12","1.7932653614549","179.32653614549"
"350881","漳平市","Zhangping City","福建省","2015","12","1.41909230007493","141.909230007493"
"350881","漳平市","Zhangping City","福建省","2016","12","1.22895704518915","122.895704518915"
"350881","漳平市","Zhangping City","福建省","2017","12","1.80866225240772","180.866225240772"
"350881","漳平市","Zhangping City","福建省","2018","12","1.58200193418878","158.200193418878"
"350881","漳平市","Zhangping City","福建省","2019","12","1.70856329958269","170.856329958269"
