"year","county_cn","official_area_cn","source_title","source_url","variable_group","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","per_capita_gdp_yuan","resident_population_10k","urban_population_10k","rural_population_10k","urbanization_rate_pct","fixed_asset_investment_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_100m_yuan","real_estate_development_growth_pct","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_100m_yuan","retail_sales_growth_pct"
"2013","安溪县","安溪县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"180.44","29.5","137.35","27",,,,,,,,,,,,,,
"2013","安溪县","安溪县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","381.23","33.81","212.05","188.28","23.77","135.37","38376",,,,,,,,,,,,,,,,,,,,,,
"2013","安溪县","安溪县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"99.5","38.2","61.3","38.4",,,,,,,,,,,,,,,,,,
"2013","安溪县","安溪县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1415910","14.1"
"2013","仓山区","仓山区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"374.93","13.2","86.71","-23.2",,,,,,,,,,,,,,
"2013","仓山区","仓山区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","356.6","2.78","203.97","187.27","16.7","149.85","45427",,,,,,,,,,,,,,,,,,,,,,
"2013","仓山区","仓山区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"79","79",,"100",,,,,,,,,,,,,,,,,,
"2013","仓山区","仓山区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2865826","17.2"
"2013","城厢区","城厢区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"160.24","24.9","74.54","59.8",,,,,,,,,,,,,,
"2013","城厢区","城厢区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","233.39","12.15","102.3","70.32","31.98","118.94","55504",,,,,,,,,,,,,,,,,,,,,,
"2013","城厢区","城厢区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"42.3","28.4","13.9","67.1",,,,,,,,,,,,,,,,,,
"2013","城厢区","城厢区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1224433","14.2"
"2013","大田县","大田县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"157.73","31.6","140.79","27.9",,,,,,,,,,,,,,
"2013","大田县","大田县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","135.3","24.97","73.04","65.19","7.85","37.29","43529",,,,,,,,,,,,,,,,,,,,,,
"2013","大田县","大田县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"31.1","13.9","17.2","44.7",,,,,,,,,,,,,,,,,,
"2013","大田县","大田县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"340595","14.7"
"2013","德化县","德化县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"67.57","25.5","47.19","-2.7",,,,,,,,,,,,,,
"2013","德化县","德化县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","154.74","9.65","92.34","72.44","19.9","52.75","54753",,,,,,,,,,,,,,,,,,,,,,
"2013","德化县","德化县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"28.3","20.5","7.8","72.4",,,,,,,,,,,,,,,,,,
"2013","德化县","德化县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"486533","9.7"
"2013","东山县","东山县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"117.43","35.4","82.94","22.1",,,,,,,,,,,,,,
"2013","东山县","东山县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","126.8","28.8","59.97","52.9","7.07","38.03","58620",,,,,,,,,,,,,,,,,,,,,,
"2013","东山县","东山县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"21.7","11.6","10.1","53.5",,,,,,,,,,,,,,,,,,
"2013","东山县","东山县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"351217","10.6"
"2013","丰泽区","丰泽区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"190.71","23.1","58.15","-29.2",,,,,,,,,,,,,,
"2013","丰泽区","丰泽区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","413.36","1.46","166.12","119.74","46.38","245.78","75788",,,,,,,,,,,,,,,,,,,,,,
"2013","丰泽区","丰泽区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"54.8","54.8",,"100",,,,,,,,,,,,,,,,,,
"2013","丰泽区","丰泽区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2209670","15.1"
"2013","福安市","福安市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"163.41","62.8","138.77","65.1",,,,,,,,,,,,,,
"2013","福安市","福安市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","307.02","38.39","190.36","172.94","17.42","78.27","54006",,,,,,,,,,,,,,,,,,,,,,
"2013","福安市","福安市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"56.8","34.6","22.2","60.9",,,,,,,,,,,,,,,,,,
"2013","福安市","福安市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"711288","12.3"
"2013","福鼎市","福鼎市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"176.1","65.8","144.01","71.1",,,,,,,,,,,,,,
"2013","福鼎市","福鼎市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","248.14","33.91","148.89","135.21","13.68","65.34","46467",,,,,,,,,,,,,,,,,,,,,,
"2013","福鼎市","福鼎市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"53.4","29.4","24","55.1",,,,,,,,,,,,,,,,,,
"2013","福鼎市","福鼎市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"645669","16.5"
"2013","福清市","福清市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"549.41","19.2","454.28","14.2",,,,,,,,,,,,,,
"2013","福清市","福清市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","667.82","88.22","341.58","275.07","66.51","238.02","53107",,,,,,,,,,,,,,,,,,,,,,
"2013","福清市","福清市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"126.2","56.8","69.41","45",,,,,,,,,,,,,,,,,,
"2013","福清市","福清市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2513462","16.3"
"2013","古田县","古田县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"46.42","65","40.51","67.3",,,,,,,,,,,,,,
"2013","古田县","古田县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","125.36","34.8","51.26","43.52","7.74","39.3","38457",,,,,,,,,,,,,,,,,,,,,,
"2013","古田县","古田县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"32.6","13","19.6","39.9",,,,,,,,,,,,,,,,,,
"2013","古田县","古田县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"386606","16.3"
"2013","鼓楼区","鼓楼区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"357.53","14.9","306.19","23.6",,,,,,,,,,,,,,
"2013","鼓楼区","鼓楼区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","901.16",,"198.85","63.88","134.97","702.31","128719",,,,,,,,,,,,,,,,,,,,,,
"2013","鼓楼区","鼓楼区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"70.5","70.5",,"100",,,,,,,,,,,,,,,,,,
"2013","鼓楼区","鼓楼区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7342878","15.1"
"2013","光泽县","光泽县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"33.66","19.1","26.77","11.2",,,,,,,,,,,,,,
"2013","光泽县","光泽县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","61.5","27.08","20.39","18.34","2.05","14.03","47308",,,,,,,,,,,,,,,,,,,,,,
"2013","光泽县","光泽县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"13","5.6","7.4","43.1",,,,,,,,,,,,,,,,,,
"2013","光泽县","光泽县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"147402","10.4"
"2013","海沧区","海沧区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"240.8","13.8","170.69","25.9",,,,,,,,,,,,,,
"2013","海沧区","海沧区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","424.46","1.68","294.45","276.88","17.57","128.33","137587",,,,,,,,,,,,,,,,,,,,,,
"2013","海沧区","海沧区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"31.2","28.3","2.9","90.7",,,,,,,,,,,,,,,,,,
"2013","海沧区","海沧区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"916538","24"
"2013","涵江区","涵江区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"216.15","33.1","178.96","25.8",,,,,,,,,,,,,,
"2013","涵江区","涵江区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","345.24","17.75","247.17","227.28","19.89","80.32","72455",,,,,,,,,,,,,,,,,,,,,,
"2013","涵江区","涵江区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"47.8","37.4","10.4","78.2",,,,,,,,,,,,,,,,,,
"2013","涵江区","涵江区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"873970","11.7"
"2013","湖里区","湖里区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"239.35","-10.6","154.08","14.8",,,,,,,,,,,,,,
"2013","湖里区","湖里区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","732.16",,"382.51","341","41.51","349.65","74711",,,,,,,,,,,,,,,,,,,,,,
"2013","湖里区","湖里区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"98.9","98.9",,"100",,,,,,,,,,,,,,,,,,
"2013","湖里区","湖里区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2857344","15.8"
"2013","华安县","华安县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"95.1","27.5","89.2","32.2",,,,,,,,,,,,,,
"2013","华安县","华安县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","80.8","18.6","42.56","35.41","7.15","19.64","50330",,,,,,,,,,,,,,,,,,,,,,
"2013","华安县","华安县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"16.1","7.4","8.7","46",,,,,,,,,,,,,,,,,,
"2013","华安县","华安县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"184458","18.3"
"2013","惠安县","惠安县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"395.33","27.2","360.78","25.5",,,,,,,,,,,,,,
"2013","惠安县","惠安县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","619.87","28.39","408.25","348.35","59.9","183.23","64262",,,,,,,,,,,,,,,,,,,,,,
"2013","惠安县","惠安县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"96.9","50.9","46","52.5",,,,,,,,,,,,,,,,,,
"2013","惠安县","惠安县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1637430","10.6"
"2013","集美区","集美区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"279.57","2.3","125.29","-12.5",,,,,,,,,,,,,,
"2013","集美区","集美区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","402.17","2.72","234.84","193.72","41.12","164.61","65713",,,,,,,,,,,,,,,,,,,,,,
"2013","集美区","集美区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"61.7","53.1","8.6","86.1",,,,,,,,,,,,,,,,,,
"2013","集美区","集美区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"902855","19.7"
"2013","建宁县","建宁县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"66.13","34.8","61.5","34.6",,,,,,,,,,,,,,
"2013","建宁县","建宁县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","66.9","16.24","34.12","17.84","16.28","16.54","55493",,,,,,,,,,,,,,,,,,,,,,
"2013","建宁县","建宁县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"12.1","4.6","7.5","38",,,,,,,,,,,,,,,,,,
"2013","建宁县","建宁县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"142763","14.9"
"2013","建瓯市","建瓯市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"174.68","65.8","155.58","65.8",,,,,,,,,,,,,,
"2013","建瓯市","建瓯市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","158.39","46.58","58.06","49.06","9","53.75","34887",,,,,,,,,,,,,,,,,,,,,,
"2013","建瓯市","建瓯市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"45.3","20.3","25","44.8",,,,,,,,,,,,,,,,,,
"2013","建瓯市","建瓯市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"575379","16.2"
"2013","建阳市","建阳市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"178.68","38.5","144.39","30.5",,,,,,,,,,,,,,
"2013","建阳市","建阳市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","125.18","30.42","60.6","50.66","9.94","34.16","43019",,,,,,,,,,,,,,,,,,,,,,
"2013","建阳市","建阳市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"29.1","15.7","13.4","54",,,,,,,,,,,,,,,,,,
"2013","建阳市","建阳市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"403278","15.5"
"2013","将乐县","将乐县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"76.16","29","60.5","29.5",,,,,,,,,,,,,,
"2013","将乐县","将乐县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","88.27","15.18","47.56","35.88","11.68","25.53","59242",,,,,,,,,,,,,,,,,,,,,,
"2013","将乐县","将乐县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"14.9","7.4","7.5","49.7",,,,,,,,,,,,,,,,,,
"2013","将乐县","将乐县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"180397","16.7"
"2013","蕉城区","蕉城区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"238.47","80.1","124.04","96.6",,,,,,,,,,,,,,
"2013","蕉城区","蕉城区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","214.67","30.76","93.99","54.21","39.78","89.92","48943",,,,,,,,,,,,,,,,,,,,,,
"2013","蕉城区","蕉城区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"43.9","27.3","16.6","62.2",,,,,,,,,,,,,,,,,,
"2013","蕉城区","蕉城区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"865888","17"
"2013","晋安区","晋安区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"350.94","15.9","202.29","42.1",,,,,,,,,,,,,,
"2013","晋安区","晋安区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","401.38","4.74","150.16","96.88","53.28","246.48","48914",,,,,,,,,,,,,,,,,,,,,,
"2013","晋安区","晋安区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"82.7","81.7","0.96","98.8",,,,,,,,,,,,,,,,,,
"2013","晋安区","晋安区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4368714","14"
"2013","晋江市","晋江市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"616.79","22.2","474.53","22.9",,,,,,,,,,,,,,
"2013","晋江市","晋江市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","1363.94","19.07","919.76","867.7","52.06","425.11","66917",,,,,,,,,,,,,,,,,,,,,,
"2013","晋江市","晋江市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"204.5","128.4","76.1","62.8",,,,,,,,,,,,,,,,,,
"2013","晋江市","晋江市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3735707","12.9"
"2013","鲤城区","鲤城区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"99.41","15.3","74.7","23",,,,,,,,,,,,,,
"2013","鲤城区","鲤城区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","320.17","0.13","186.72","171.49","15.23","133.32","76668",,,,,,,,,,,,,,,,,,,,,,
"2013","鲤城区","鲤城区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"42","42",,"100",,,,,,,,,,,,,,,,,,
"2013","鲤城区","鲤城区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2422082","15.4"
"2013","荔城区","荔城区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"216.15","25.5","128.77","10.4",,,,,,,,,,,,,,
"2013","荔城区","荔城区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","260.95","17.08","162.35","129.23","33.12","81.52","51419",,,,,,,,,,,,,,,,,,,,,,
"2013","荔城区","荔城区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"51","35","16","68.6",,,,,,,,,,,,,,,,,,
"2013","荔城区","荔城区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1134084","14.2"
"2013","连城县","连城县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"129.76","36.1","121.07","37.1",,,,,,,,,,,,,,
