"year","county_cn","official_area_cn","source_title","source_url","variable_group","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","per_capita_gdp_yuan","resident_population_10k","urban_population_10k","rural_population_10k","urbanization_rate_pct","fixed_asset_investment_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_100m_yuan","real_estate_development_growth_pct","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_100m_yuan","retail_sales_growth_pct"
"2015","罗源县","罗源县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"452234","7.4"
"2015","洛江区","洛江区","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"120800","16108","27478","3149","19927",,,,,
"2015","洛江区","洛江区","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"93319","11110","23963","9667",,,,,,,,,,
"2015","洛江区","洛江区","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"85.45","15","65.65","55.3",,,,,,,,,,,,,,
"2015","洛江区","洛江区","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","141.58","3.86","104.73","33","93.71","11.01","67904",,,,,,,,,,,,,,,,,,,,,,
"2015","洛江区","洛江区","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"85.2","67.74","17.46",,
"2015","洛江区","洛江区","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"20.9","11.49","9.41","55",,,,,,,,,,,,,,,,,,
"2015","洛江区","洛江区","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"278837","11"
"2015","马尾区","马尾区","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"377285","39482","61797","15064","20642",,,,,
"2015","马尾区","马尾区","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"182892","32723","22386","48162",,,,,,,,,,
"2015","马尾区","马尾区","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"273.8","26.2","185.64","22.6",,,,,,,,,,,,,,
"2015","马尾区","马尾区","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","392.4","5.32","249.08","138","229.13","20.59","157275",,,,,,,,,,,,,,,,,,,,,,
"2015","马尾区","马尾区","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"236.14","99.99","136.15",,
"2015","马尾区","马尾区","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"25.1","18.09","7.01","72.1",,,,,,,,,,,,,,,,,,
"2015","马尾区","马尾区","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1711580","24"
"2015","梅列区","梅列区","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"104710","10339","21685","1867","18840",,,,,
"2015","梅列区","梅列区","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"76207","4436","15574","3996",,,,,,,,,,
"2015","梅列区","梅列区","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"148.37","10.4","113.72","21.4",,,,,,,,,,,,,,
"2015","梅列区","梅列区","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","227.21","4.03","115.51","107.67","103.53","11.97","126935",,,,,,,,,,,,,,,,,,,,,,
"2015","梅列区","梅列区","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"48.54","5.49","43.05",,
"2015","梅列区","梅列区","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"17.9","17.48","0.42","97.7",,,,,,,,,,,,,,,,,,
"2015","梅列区","梅列区","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"725525","7.4"
"2015","闽侯县","闽侯县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"776807","42799","162050","11887","62046",,,,,
"2015","闽侯县","闽侯县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"652193","47016","123621","48216",,,,,,,,,,
"2015","闽侯县","闽侯县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"383.4","-28.4","215.67","-30.5",,,,,,,,,,,,,,
"2015","闽侯县","闽侯县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","438.73","33.96","269.12","135.66","238.53","31.68","62810",,,,,,,,,,,,,,,,,,,,,,
"2015","闽侯县","闽侯县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"194.52","73.98","120.54",,
"2015","闽侯县","闽侯县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"70.2","37.46","32.74","53.4",,,,,,,,,,,,,,,,,,
"2015","闽侯县","闽侯县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1964508","7.6"
"2015","闽清县","闽清县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"219885","15901","48170","2262","31824",,,,,
"2015","闽清县","闽清县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"81119","11809","17185","12163",,,,,,,,,,
"2015","闽清县","闽清县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"62","25.5","42.85","20.6",,,,,,,,,,,,,,
"2015","闽清县","闽清县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","141.2","25.49","77.9","37.8","65.39","12.58","59578",,,,,,,,,,,,,,,,,,,,,,
"2015","闽清县","闽清县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"54.29","8.35","45.94",,
"2015","闽清县","闽清县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"23.8","9.11","14.69","38.3",,,,,,,,,,,,,,,,,,
"2015","闽清县","闽清县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"437346","12.6"
"2015","明溪县","明溪县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"126044","13850","27573","1729","29323",,,,,
"2015","明溪县","明溪县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"28286","3783","3834","2005",,,,,,,,,,
"2015","明溪县","明溪县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"76.14","21.4","75.41","31.7",,,,,,,,,,,,,,
"2015","明溪县","明溪县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","58.58","14","26.2","18.37","19.73","6.47","57714",,,,,,,,,,,,,,,,,,,,,,
"2015","明溪县","明溪县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"29.52","11.43","18.09",,
"2015","明溪县","明溪县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"10.2","5.07","5.13","49.7",,,,,,,,,,,,,,,,,,
"2015","明溪县","明溪县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"146826","7.9"
"2015","南安市","南安市","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"621394","36230","149425","12101","65135",,,,,
"2015","南安市","南安市","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"365944","58928","62217","51005",,,,,,,,,,
"2015","南安市","南安市","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"498.35","19.8","460.49","31.1",,,,,,,,,,,,,,
"2015","南安市","南安市","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","843.38","24.72","518.02","300.65","478.58","39.62","57353",,,,,,,,,,,,,,,,,,,,,,
"2015","南安市","南安市","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"334.86","106.92","227.94",,
"2015","南安市","南安市","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"147.6","82.29","65.31","55.8",,,,,,,,,,,,,,,,,,
"2015","南安市","南安市","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3528935","15.4"
"2015","南靖县","南靖县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"220356","12175","42409","2134","40882",,,,,
"2015","南靖县","南靖县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"83526","6752","13057","4009",,,,,,,,,,
"2015","南靖县","南靖县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"206.39","20.7","188.46","21.7",,,,,,,,,,,,,,
"2015","南靖县","南靖县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","212.21","44.57","104.15","63.49","93.91","10.24","62332",,,,,,,,,,,,,,,,,,,,,,
"2015","南靖县","南靖县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"102.55","50.85","51.7",,
"2015","南靖县","南靖县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"34.2","16.57","17.63","48.5",,,,,,,,,,,,,,,,,,
"2015","南靖县","南靖县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"381034","9.3"
"2015","宁化县","宁化县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"212504","16561","41920","2796","50183",,,,,
"2015","宁化县","宁化县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"54688","2482","12980","3158",,,,,,,,,,
"2015","宁化县","宁化县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"153.7","20.5","138.33","26.8",,,,,,,,,,,,,,
"2015","宁化县","宁化县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","108.64","25.55","48.13","34.97","32.82","15.31","39079",,,,,,,,,,,,,,,,,,,,,,
"2015","宁化县","宁化县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"32.2","15.14","17.06",,
"2015","宁化县","宁化县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"28.1","11.43","16.67","40.7",,,,,,,,,,,,,,,,,,
"2015","宁化县","宁化县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"342836","13.5"
"2015","平和县","平和县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"264659","16772","64669","3599","39791",,,,,
"2015","平和县","平和县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"56999","6184","8112","3674",,,,,,,,,,
"2015","平和县","平和县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"151.37","22.3","134.17","22.2",,,,,,,,,,,,,,
"2015","平和县","平和县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","172.72","51.74","53.25","67.74","40.47","12.78","34403",,,,,,,,,,,,,,,,,,,,,,
"2015","平和县","平和县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"46.45","21.66","24.8",,
"2015","平和县","平和县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"50.4","21.5","28.9","42.7",,,,,,,,,,,,,,,,,,
"2015","平和县","平和县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"491773","10.7"
"2015","平潭县","平潭县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"920017","39144","61934","3218","72754",,,,,
"2015","平潭县","平潭县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"195421","13071","62638","21768",,,,,,,,,,
"2015","平潭县","平潭县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"343.2","25.3","269.56","30",,,,,,,,,,,,,,
"2015","平潭县","平潭县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","189.62","35.95","58.47","95.2","9.05","49.42","44616",,,,,,,,,,,,,,,,,,,,,,
"2015","平潭县","平潭县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.29","1.15","7.14",,
"2015","平潭县","平潭县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"43","19.03","23.97","44.3",,,,,,,,,,,,,,,,,,
"2015","平潭县","平潭县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"557281","9"
"2015","屏南县","屏南县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"150059","10238","28277","974","33935",,,,,
"2015","屏南县","屏南县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"34500","2915","7202","2480",,,,,,,,,,
"2015","屏南县","屏南县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"43.11","28.3","42.44","47.8",,,,,,,,,,,,,,
"2015","屏南县","屏南县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","63.58","13.78","27.15","22.64","22.51","4.7","46290",,,,,,,,,,,,,,,,,,,,,,
"2015","屏南县","屏南县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"21.45","9.25","12.19",,
"2015","屏南县","屏南县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"13.8","5.75","8.05","41.7",,,,,,,,,,,,,,,,,,
"2015","屏南县","屏南县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"167587","11.7"
"2015","浦城县","浦城县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"229495","11120","43394","1991","59901",,,,,
"2015","浦城县","浦城县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"62816","4990","12224","3610",,,,,,,,,,
"2015","浦城县","浦城县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"130.15","4.3","123.05","2",,,,,,,,,,,,,,
"2015","浦城县","浦城县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","118.84","31.33","45.83","41.68","36.09","9.75","39946",,,,,,,,,,,,,,,,,,,,,,
"2015","浦城县","浦城县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"35.33","16.5","18.83",,
"2015","浦城县","浦城县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"29.7","13.5","16.2","45.5",,,,,,,,,,,,,,,,,,
"2015","浦城县","浦城县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"393336","4.6"
"2015","清流县","清流县","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"149209","10545","24606","2004","41964",,,,,
"2015","清流县","清流县","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"34401","3589","5123","2472",,,,,,,,,,
"2015","清流县","清流县","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"91.07","19","89.62","25.9",,,,,,,,,,,,,,
"2015","清流县","清流县","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","80.86","15.49","39.69","25.67","27.46","12.23","59675",,,,,,,,,,,,,,,,,,,,,,
"2015","清流县","清流县","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"31.95","7.43","24.51",,
"2015","清流县","清流县","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"13.6","6.12","7.48","45",,,,,,,,,,,,,,,,,,
"2015","清流县","清流县","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"189413","1.9"
"2015","泉港区","泉港区","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"261713","20993","69595","6208","27018",,,,,
"2015","泉港区","泉港区","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"216415","75883","16715","16812",,,,,,,,,,
"2015","泉港区","泉港区","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"196.12","18.3","181.18","21.2",,,,,,,,,,,,,,
"2015","泉港区","泉港区","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","333.4","10.52","230.8","92.08","195.26","35.54","102743",,,,,,,,,,,,,,,,,,,,,,
"2015","泉港区","泉港区","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"303.78","50.42","253.35",,
"2015","泉港区","泉港区","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"32.5","15.69","16.81","48.3",,,,,,,,,,,,,,,,,,
"2015","泉港区","泉港区","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"702753","14.4"
"2015","三元区","三元区","22-10 一般公共预算支出（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2210.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"92641","7454","18874","1244","13419",,,,,
"2015","三元区","三元区","22-9 地方一般公共预算收入（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2209.htm","budget_revenue",,,,,,,,,,,,,,,,"40619","4078","6873","2734",,,,,,,,,,
"2015","三元区","三元区","22-6 固定资产投资（不含农户）（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"171.08","20","169.19","22.9",,,,,,,,,,,,,,
"2015","三元区","三元区","22-1 地区生产总值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2201.htm","gdp","121.78","12.36","64.23","45.19","52.3","11.93","61044",,,,,,,,,,,,,,,,,,,,,,
"2015","三元区","三元区","22-14 规模以上工业增加值（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2214.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"74.62","17.84","56.78",,
"2015","三元区","三元区","22-4 年末常住人口数（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2204.htm","population",,,,,,,,"20","16.95","3.05","84.7",,,,,,,,,,,,,,,,,,
"2015","三元区","三元区","22-19 社会消费品零售总额（2015年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2016/cn/html/2219.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"334843","8.9"
