"distcode","county_cn","county_en","city_cn","city_en","province_cn","province_en","sequestration_mt_2000","sequestration_mt_2001","sequestration_mt_2002","sequestration_mt_2003","sequestration_mt_2004","sequestration_mt_2005","sequestration_mt_2006","sequestration_mt_2007","sequestration_mt_2008","sequestration_mt_2009","sequestration_mt_2010","sequestration_mt_2011","sequestration_mt_2012","sequestration_mt_2013","sequestration_mt_2014","sequestration_mt_2015","sequestration_mt_2016","sequestration_mt_2017"
"350423","清流县","Qingliu County","三明市","Sanming City","福建省","Fujian Province","4.3400254923538","4.85274912042637","4.44983083418378","4.81597371684665","5.00533094388083","4.23423093486383","4.27411833701583","4.73325434516779","4.45920211071309","4.46183443686078","4.01118213016396","4.09962792359238","4.53581010696042","4.46130081340336","4.14130563802875","4.15135741378618","4.05626532585439","4.37330402643978"
"350424","宁化县","Ninghua County","三明市","Sanming City","福建省","Fujian Province","5.25720564396816","5.98130829217626","5.48678985078277","5.90767602290758","6.13079110886212","5.25853439494738","5.26082026559798","5.88948380308034","5.48221128674923","5.4945130557149","5.10920591675124","5.13397150680465","5.61857681504414","5.6693048145645","5.17055084448539","5.27212077231626","5.1120363851618","5.57569749565134"
"350425","大田县","Datian County","三明市","Sanming City","福建省","Fujian Province","5.30314866660184","6.29482541236244","5.80373990760496","6.26840142504857","6.31467406672667","5.48554771876269","5.52841430510853","5.7359369092161","5.76046206470848","5.87655658570352","5.48800264063441","5.38827851775027","5.96969645869147","6.00785041394492","5.54934295219675","5.44828513428839","5.38765037957592","6.02229863929162"
"350426","尤溪县","Youxi County","三明市","Sanming City","福建省","Fujian Province","8.20571433000883","9.47958185492287","8.76489040355428","9.28032819757144","9.45300602670478","8.12692230846445","7.95800277241708","8.50290872616431","8.47840027615791","8.7378632340712","8.0150775487381","7.92024677615941","8.60277514415711","8.60561660059904","8.18795744922788","7.9433021894393","7.71818443708073","8.52563767288385"
"350427","沙县","Sha County","三明市","Sanming City","福建省","Fujian Province","3.76201953247071","4.25022951924909","3.85065478251971","4.17077901929486","4.37690864747708","3.62324662422496","3.58499497155523","3.99386167313306","3.77039292861417","3.93161827817451","3.58915963909149","3.56860293316318","4.01178166656557","3.87569628552297","3.70614006997404","3.49243037080505","3.414780087753","3.90323970631442"
"350428","将乐县","Jiangle County","三明市","Sanming City","福建省","Fujian Province","4.82325281405633","5.50652981128978","4.75934293346751","5.13696914479971","5.48164662248586","4.60744928371015","4.52970695319814","5.25411248940957","4.79925976268909","4.87881058672055","4.46959523619378","4.40751420387498","4.99005728761636","4.92174709798115","4.58501740385207","4.4148225294529","4.26755038174412","4.79500635278345"
"350429","泰宁县","Taining County","三明市","Sanming City","福建省","Fujian Province","3.27759310083684","3.79150281267119","3.3134123941356","3.58728990282752","3.77544313386505","3.22112419477206","3.19119799771985","3.65051519841402","3.32994351247948","3.40170770097609","3.13928589062723","3.1317129183216","3.39087341226039","3.51909880553915","3.26420587865209","3.22888411336532","3.07118767137646","3.41481850308213"
"350430","建宁县","Jianning County","三明市","Sanming City","福建省","Fujian Province","3.59763753885406","4.23420448506071","3.85161482123039","4.03019889558221","4.22058103136798","3.68183381443159","3.6173018047641","4.08146772382072","3.71949344112509","3.76138664215337","3.57883200660713","3.64514945310658","3.85079889181779","4.10006950224291","3.78973799747218","3.75550938378952","3.60422947010018","3.99070890803181"
"350481","永安市","Yong'an City","三明市","Sanming City","福建省","Fujian Province","6.90027841429363","7.79026676599798","7.07125422561294","7.66840271915023","7.92887228852458","6.68592833283297","6.77630547649368","7.20880721268753","7.06187224689422","7.15133655494407","6.53071490060392","6.50555252712418","7.28541725645893","7.15079996976186","6.60966398313476","6.42580218545552","6.49499053949219","7.12290851328697"
"350502","鲤城区","Licheng District","泉州市","Quanzhou City","福建省","Fujian Province","0.120540169099275","0.149071415534922","0.146393829362726","0.153823369465164","0.134819860079135","0.133784829838082","0.128379127925871","0.125086552280624","0.129535317124557","0.134508060762027","0.124301019917261","0.126368497565492","0.127663075937429","0.127795146321177","0.124717617020993","0.126226090541284","0.120397762845053","0.125981760470447"
"350503","丰泽区","Fengze District","泉州市","Quanzhou City","福建省","Fujian Province","0.341151794797946","0.384381794994679","0.387816422447246","0.420917823675107","0.381843585366675","0.366232009065242","0.358311990371116","0.360127416607671","0.369665695344515","0.37357911792624","0.351316389637535","0.361014659347356","0.36231458625875","0.378135562960704","0.364820323624308","0.36702584544351","0.347475433433484","0.368286480202614"
"350504","洛江区","Luojiang District","泉州市","Quanzhou City","福建省","Fujian Province","1.22770817128523","1.41496675524046","1.42241832983687","1.56843752130553","1.42324808546498","1.36043415165136","1.33815544009066","1.36038556738861","1.36802874328433","1.42328622673815","1.30873506626576","1.37790214229433","1.36046778099712","1.4040921808444","1.35468022246198","1.33382242537538","1.25899062237049","1.34855911575433"
"350505","泉港区","Quangang District","泉州市","Quanzhou City","福建省","Fujian Province","1.00456835649194","1.13469224565562","1.15271946234228","1.24953459927371","1.11939447956656","1.10458712362826","1.06517592882333","1.08709758129631","1.11120267783167","1.13858236979495","1.05486288090246","1.09913684137657","1.11874906881303","1.14615547857645","1.09524915980279","1.07917641184279","1.04637286861926","1.11578231294684"
"350521","惠安县","Hui'an County","泉州市","Quanzhou City","福建省","Fujian Province","2.29792479868552","2.54101142266208","2.61698479956558","2.80947234059958","2.53257998021511","2.51385925258278","2.35727938165879","2.46495328154829","2.54309872045829","2.48394489037133","2.35941445370798","2.36826436408215","2.43651605617126","2.51710270814145","2.35121324127223","2.43289748587663","2.36540622930587","2.43847099314606"
"350524","安溪县","Anxi County","泉州市","Quanzhou City","福建省","Fujian Province","8.27194365214519","9.423989730862","9.09782499204812","9.96883449339654","9.19979876239208","8.50480442511251","8.78010138694535","8.75510923595914","9.04877982348795","9.35661206621822","8.76148150029902","8.89945705010531","9.32457561444627","9.57951800094114","9.01449899805137","8.9957067205304","8.87160463624998","9.84456953064103"
"350525","永春县","Yongchun County","泉州市","Quanzhou City","福建省","Fujian Province","4.35825163606257","5.0256385034808","4.82972268038574","5.31360314683126","5.055531231948","4.69117467522554","4.68867287650947","4.78540929756967","4.86781039101477","5.00438809120967","4.6036471724436","4.77708821886288","4.93875136478061","5.07475055964127","4.71175906361773","4.60400352225831","4.64586921354359","5.07172765008232"
"350526","德化县","Dehua County","泉州市","Quanzhou City","福建省","Fujian Province","6.27493734715797","7.21380797697883","6.76528166652712","7.39291932850887","7.21691891169736","6.56478018170466","6.41893600173224","6.57902596581885","6.7406786590326","6.89926022181001","6.29208015314145","6.38255103283566","6.76345138239571","6.80139924922068","6.27580653384244","6.17663791268789","6.13655566590248","6.67930206074317"
"350527","金门县","Kinmen County","泉州市","Quanzhou City","福建省","Fujian Province","1.43415835899714","1.65142085750864","1.54567533036284","1.74925121503509","1.50883331510476","1.50309059147384","1.51428880787017","1.57269866931443","1.52631998142353","1.57926345592603","1.52482641626339","1.47508677580011","1.48486715887304","1.65937084743572","1.51290274240088","1.631313502399","1.50399186310746","1.55771781033226"
"350581","石狮市","Shishi City","泉州市","Quanzhou City","福建省","Fujian Province","0.478534078622353","0.548377812012899","0.541540894604165","0.567192483295388","0.475784661365345","0.475208074778569","0.444987512123621","0.456269344527435","0.465305678960376","0.440658979371201","0.446989023883495","0.437990497088786","0.438794526964573","0.455366654501834","0.413714207536399","0.458835032998869","0.442466721729333","0.444552120929441"
"350582","晋江市","Jinjiang City","泉州市","Quanzhou City","福建省","Fujian Province","1.60682519391572","1.85723750618504","1.84784803131849","1.98477685490379","1.7249478322004","1.68941485772212","1.63649361054284","1.67472475540633","1.71278288899246","1.67767764565256","1.60801046971394","1.60665881292562","1.62923653914548","1.71137417562624","1.59209459836553","1.70714103746436","1.55405670750255","1.6251027854576"
"350583","南安市","Nan'an City","泉州市","Quanzhou City","福建省","Fujian Province","5.37553066020933","6.34250356078669","6.33416896245411","7.03604650827539","6.3541614320358","6.04878186193923","6.04481224676497","6.14304642129899","6.15897308698619","6.32017001608371","5.92566752384729","6.06049333536384","6.21534269835516","6.44316437194338","6.09289760916134","6.0530825203467","5.85676769408791","6.34459375175135"
"350602","芗城区","Xiangcheng District","漳州市","Zhangzhou City","福建省","Fujian Province","0.636204301591908","0.740824700313727","0.700786629023006","0.780739218756239","0.726057505957509","0.684243430112037","0.663884263067103","0.692507113997301","0.66859357967312","0.691052947835127","0.638602698078035","0.627274951662102","0.657654685373455","0.688031852405308","0.630541715024544","0.656281929512541","0.620139282054386","0.703240735883573"
"350603","龙文区","Longwen District","漳州市","Zhangzhou City","福建省","Fujian Province","0.252759620604208","0.306687395332517","0.282860533342137","0.319660258785575","0.28973267799131","0.275492285162204","0.27461194949956","0.293013295245757","0.290530960908971","0.298366315566231","0.287052460883561","0.27330174582472","0.286135219333063","0.294975306279918","0.277859944436695","0.286790486502015","0.273675924256289","0.309506344005255"
"350622","云霄县","Yunxiao County","漳州市","Zhangzhou City","福建省","Fujian Province","3.34601294552251","3.78983580565498","3.65090713350893","4.19884566963255","3.88025822519108","3.84390030889783","3.68799561377139","3.85450303740507","3.80872594974693","3.91803678415467","3.79808427416819","3.7495741570756","3.73527404122748","3.89368270447679","3.75235966147659","3.89340116999199","3.57366321779215","3.93893334728632"
"350623","漳浦县","Zhangpu County","漳州市","Zhangzhou City","福建省","Fujian Province","7.27587574439046","8.20269319371588","8.0456955901555","9.1661525436364","8.40067727939711","8.2744058710858","8.0671028560682","8.38120480868115","8.39779352940177","8.68233004494257","8.33124404421861","8.25482940303799","8.17103953567449","8.62475865178155","8.32043661011322","8.6327439648695","7.92102992861762","8.60315322304325"
"350624","诏安县","Zhao'an County","漳州市","Zhangzhou City","福建省","Fujian Province","4.12432525649947","4.47887000586418","4.32616799888865","4.92520130735046","4.62028594631999","4.54696657599611","4.32395434353919","4.57581504797031","4.45951708057512","4.6282775704013","4.54999384935665","4.49035091482548","4.45698256568895","4.6101626025257","4.46824309051537","4.63542312114931","4.33622693143615","4.7078432256704"
"350625","长泰县","Changtai County","漳州市","Zhangzhou City","福建省","Fujian Province","2.87567894968345","3.29146252452028","3.20262722639422","3.50125279497222","3.30524283757503","3.11004671836449","3.07296680486505","3.13340670676733","3.16161914534427","3.28143330852912","3.06198469798355","3.06297209816552","3.11320683086034","3.21540382260299","3.03733331562504","3.04861778931536","2.90786516397619","3.22659383379281"
"350626","东山县","Dongshan County","漳州市","Zhangzhou City","福建省","Fujian Province","1.13228312898133","1.23146411711138","1.26059834120198","1.41429143012965","1.32925696145498","1.33045581466745","1.24352469447996","1.32826233482647","1.27950032455336","1.34194291258975","1.2362740846505","1.29369538676231","1.19498594668191","1.32165129319208","1.26065061222805","1.31013320558028","1.19784623997499","1.3095011122882"
"350627","南靖县","Nanjing County","漳州市","Zhangzhou City","福建省","Fujian Province","6.70648762760569","7.37931406504786","7.08907264854384","7.79757244632081","7.44295012843873","6.94233466420907","7.06501272701281","7.02456363015129","7.05312076506445","7.45354318305673","6.92169936908186","6.80115608475091","7.12804906655986","7.32272899207686","6.78982543553217","6.98532584724375","6.60561019187397","7.5091417345954"
"350628","平和县","Pinghe County","漳州市","Zhangzhou City","福建省","Fujian Province","7.69673603431973","8.62359978471541","8.20343570913071","9.14874883600576","8.54151453713956","8.21799937142956","8.10612786361814","8.2070117984203","8.26472035503068","8.50212352264565","8.27195309356034","7.94153864108895","8.22687086326229","8.55205255536133","7.96206126220711","8.26943908519656","7.80909218330977","8.76027460388138"
"350629","华安县","Hua'an County","漳州市","Zhangzhou City","福建省","Fujian Province","4.37350339806548","4.79816255922624","4.63414456118935","5.00721659599665","4.86344069132632","4.4551790758094","4.55172199955439","4.49269030670168","4.5744799962187","4.8265019038365","4.38359564215163","4.42753920979793","4.61564044281858","4.70021720900083","4.3867023653947","4.48803032105011","4.29506675893229","4.83359862261894"
"350681","龙海市","Longhai  City","漳州市","Zhangzhou City","福建省","Fujian Province","4.53292195228267","5.18700771422415","4.8613202941544","5.52880469571966","4.98313378630693","4.90799842596578","4.87457594338146","5.05940550166376","5.06359215389089","5.17667443056674","5.0159714484533","4.85281803657924","4.95751310906014","5.1685258726218","4.96124765678658","5.11848354128744","4.76119105402596","5.24285556464189"
"350702","延平区","Yanping District","南平市","Nanping City","福建省","Fujian Province","5.54852577524185","6.26872904739335","5.74971084117637","6.0262514884552","6.40243639838556","5.26593627025325","5.21204925974741","5.85843505753821","5.50085787233594","5.82906455683552","5.31292657119175","5.33449993873493","5.8222807422842","5.62369878685448","5.54888574389447","5.20721310858395","5.06671883924747","5.63092678304634"
"350721","顺昌县","Shunchang County","南平市","Nanping City","福建省","Fujian Province","3.87098471528201","4.52699642857468","3.86548245701012","4.1056663184945","4.46595988047725","3.70636583683439","3.6373121669801","4.26032805235265","3.88876901993096","4.08978458374482","3.71016071123812","3.69472457396019","4.20845775987934","3.99973084059393","3.8689474217538","3.73019810939527","3.49335739709606","3.98303691505449"
"350722","浦城县","Pucheng County","南平市","Nanping City","福建省","Fujian Province","7.52233316885525","8.75087351255261","7.97872011291596","7.73390993777471","8.49965872011705","7.26585597277361","7.22186838338613","8.30884075891198","7.66921775092209","7.92206695308399","7.16331476361377","7.44448238530124","8.28792299459439","7.89585382694316","8.07700151297655","7.75721941055408","7.44449453074977","8.02105558849259"
"350723","光泽县","Guangze County","南平市","Nanping City","福建省","Fujian Province","4.58305735436313","5.54997964025135","5.01753724894851","5.05905825552455","5.38436622682626","4.63452103575114","4.71053604624941","5.27482080344765","4.94435596481028","4.92688656779999","4.6675226606702","4.72583550744075","5.10412923026006","5.19065379882204","5.14928682501419","4.97624114507595","4.7378301672002","5.21942569710814"
"350724","松溪县","Songxi County","南平市","Nanping City","福建省","Fujian Province","2.23246948541592","2.57060601353677","2.31488434556321","2.27320044743325","2.48588786543214","2.0971394433211","2.14665805083573","2.48222568156899","2.25250088379099","2.38551252235272","2.11236524826658","2.19178402855493","2.43413837501119","2.31648874072061","2.35137475423115","2.29199959303961","2.13807459400606","2.35465640692867"
"350725","政和县","Zhenghe County","南平市","Nanping City","福建省","Fujian Province","4.03427719040766","4.61904004985852","4.23600196221931","4.28772661287644","4.55789049094319","3.89419217091124","4.05432574389436","4.45851150029963","4.15389714210508","4.44333527461902","3.86698936239793","3.97086910744667","4.38434589829794","4.18030217325393","4.30780005075401","4.07411848820123","3.87388452924501","4.26117018503941"
"350781","邵武市","Shaowu City","南平市","Nanping City","福建省","Fujian Province","5.79360033884991","6.91371805425764","6.05245207203445","6.34865432835328","6.74547897663627","5.69940744508282","5.73147414416089","6.44879644732557","5.97428686209884","6.13940699303748","5.69412910819716","5.70797052943615","6.32764976668454","6.29492421854399","6.00002226378528","5.81071756275494","5.54630771389088","6.20647594221716"
"350782","武夷山市","Wuyishan City","南平市","Nanping City","福建省","Fujian Province","6.14812545968799","7.15300037724252","6.49742103685901","6.44635767813385","6.95820701322959","5.85184158708035","5.96183543614923","6.72207102581488","6.3306796466884","6.44325688276228","5.92741525188948","6.13509850422785","6.72498993308763","6.49705959408023","6.49713730113055","6.27221636388539","5.93399653764317","6.6270180898401"
"350783","建瓯市","Jian'ou City","南平市","Nanping City","福建省","Fujian Province","9.47930666614068","10.7083653188743","9.83831494429093","10.0868219902741","10.7447834545479","9.05893142441896","9.20224031465676","10.3821417265342","9.79204776410745","10.2632469571929","9.10083182442382","9.43371493393361","10.1457140179197","9.9257905071907","10.1001636867588","9.53288112536367","9.02189987994825","10.1923978204149"
"350784","建阳市","Jianyang City","南平市","Nanping City","福建省","Fujian Province","6.86625269035252","8.1677122254603","7.1944515881091","7.23090762791435","7.89390299413649","6.61646714525353","6.67384060141115","7.58096757949421","6.98659084376239","7.23111483951967","6.45488904000348","6.73134255383063","7.6150238118413","7.21880807474154","7.1817077069442","6.98024940918073","6.36313577384655","7.29786319518357"
"350802","新罗区","Xinluo District","龙岩市","Longyan City","福建省","Fujian Province","8.14375854283815","9.01767740732354","8.50947295877581","9.2280096370366","9.33173523503145","8.34878842950027","8.33994937175598","8.39922522838151","8.52648688381524","8.74337538896886","7.92629530911619","7.93063394905347","8.51542967563865","8.56896627396986","7.83948210540152","7.9992179210275","7.81002423474021","8.65038447248318"
"350821","长汀县","Changting County","龙岩市","Longyan City","福建省","Fujian Province","7.99836479024032","8.99401636999118","8.45898155613312","9.11770288175842","9.41960836564175","8.10185143942603","8.15676160846056","8.90840772518511","8.593732034188","8.62039749552591","8.02077655931037","7.97903032424144","8.57761102983602","8.64199602241846","7.9988878216702","8.07942675372241","7.9546226814363","8.7011230335378"
"350822","永定县","Yongding County","龙岩市","Longyan City","福建省","Fujian Province","8.07603294136057","8.71020314832424","8.27797705075849","9.01673596552897","8.88076709579608","8.168878986933","8.17690071123978","8.2569270698803","8.40487484507849","8.65666984621046","7.86686360779089","8.0242198887744","8.3265035763013","8.48413237925489","7.9054028801605","8.12589199057453","7.82396997417387","8.75486018448805"
