"year","unit_id","county_cn","co2_million_tons","gdp_100m_yuan","resident_population_10k","per_capita_gdp_yuan","urbanization_rate_pct","secondary_industry_share","tertiary_industry_share","industry_share","retail_sales_100m_yuan","retail_per_capita_yuan","co2_ton_per_10000_yuan","co2_per_capita_ton"
"2020","350121","闽侯县","2.79804976024898","793.04","99.3","79863.0412890232","60.110775427996","0.521310400484213","0.417507313628569","0.412740845354585","2972032","299298288.016113","0.352825804530538","2.81777417950552"
"2021","350121","闽侯县","3.17037320043504","881.16","101.5","86813.7931034483","60.4039408866995","0.514049661809433","0.427289028099324","0.394684279812974","318.34","31363.5467980296","0.359795406105025","3.12352039451728"
"2013","350122","连江县","2.86714499955002","302.53","57","53075.4385964912","40.8771929824561","0.385085776617195","0.339206029154134","0.0458797474630615","789665","138537719.298246","0.947722539764658","5.03007894657898"
"2014","350122","连江县","3.15425080250152","325.35","57.6","56484.375","43.0034722222222","0.403288765944368","0.255632395881358","0.356354694943907","926790","160901041.666667","0.969494637314129","5.47612986545403"
"2015","350122","连江县","3.00498855907487","352.45","58.1","60662.6506024096","43.9586919104991","0.394807774152362","0.264917009504894","0.3481344871613","1146123","197267297.762478","0.852599960015568","5.17209734780528"
"2016","350122","连江县","2.73700952260463","387.8","58.2","66632.3024054983","44.8969072164948","0.386152656008252","0.255466735430634","0.340974729241877","1305959","224391580.756014","0.705778628830487","4.7027655027571"
"2017","350122","连江县","3.12993823676237","430.36","58.8","73190.4761904762","46.1054421768707","0.433218700622734","0.271238033274468","0.387280416395576","1565511","266243367.346939","0.727283724500969","5.3230242121809"
"2018","350122","连江县","3.14972681727178","469.48","59.3","79170.3204047218","47.0994940978078","0.434352901082048","0.276241799437676","0.377183266592826","1784850","300986509.274874","0.670896910895412","5.31151233941278"
"2019","350122","连江县","3.42847167895192","591.56","60","98593.3333333333","48","0.421005477043749","0.346321590371222","0.321252282101562","1296801","216133500","0.579564486941632","5.71411946491987"
"2020","350122","连江县","3.43581838730892","594.85","64.1","92800.3120124805","50.6552262090484","0.3728671093553","0.379894090947298","0.277364041354963","1273625","198693447.73791","0.577594080408325","5.36009108784543"
"2021","350122","连江县","3.75832060246848","671.44","64.6","103938.080495356","50.8978328173375","0.376727630167997","0.365006553079948","0.27418682235196","178.06","27563.4674922601","0.55974034946808","5.81783374995121"
"2013","350123","罗源县","2.83944058444307","162.49","20.5","79263.4146341463","39.5121951219512","0.681888116191766","0.647239830143393","0.0346482860483722","369578","180281951.219512","1.74745558769344","13.8509296802101"
"2014","350123","罗源县","3.0599131536477","172.67","20.8","83014.4230769231","42.5","0.660508484392193","0.16221694561881","0.6249493253026","427259","205412980.769231","1.77211626434685","14.7111209309986"
"2015","350123","罗源县","3.06980881691312","181.05","20.9","86626.7942583732","43.3971291866029","0.618724109362055","0.195249930958299","0.582104391052195","452234","216379904.30622","1.69555858432097","14.6880804636991"
"2016","350123","罗源县","3.0075113139615","195.54","20.9","93559.8086124402","44.2583732057416","0.601206914186356","0.200368211107702","0.564897207732433","491690","235258373.205742","1.53805426713793","14.3900062868971"
"2017","350123","罗源县","3.09811326124407","224.22","21.1","106265.402843602","45.4976303317536","0.6003924716796","0.220720720720721","0.564624029970565","583209","276402369.668246","1.38172922185535","14.6830012381236"
"2018","350123","罗源县","3.19679734210596","242.82","21.2","114537.735849057","47.5","0.590313812700766","0.22852318589902","0.552796310023886","560479","264376886.792453","1.31652966893417","15.0792327457828"
"2019","350123","罗源县","3.39955453201918","303.4","22","137909.090909091","49.1818181818182","0.561239288068556","0.286552406064601","0.498714568226763","488660","222118181.818182","1.1204860026431","15.4525206000872"
"2020","350123","罗源县","3.40864814497292","316.61","25.6","123675.78125","71.5625","0.542086478633019","0.303085815356432","0.478759356937557","513063","200415234.375","1.07660785981899","13.3150318163005"
"2021","350123","罗源县","3.72388989644076","359.06","25.9","138633.204633205","71.6988416988417","0.513145435303292","0.333481869325461","0.438645351751796","62.82","24254.8262548263","1.03712190064077","14.377953268111"
"2013","350124","闽清县","2.86405087811531","117.02","23.3","50223.1759656652","36.480686695279","0.575713553238763","0.487865322167151","0.0878482310716117","355976","152779399.141631","2.44748835935337","12.2920638545721"
"2014","350124","闽清县","3.12054811460889","130.35","23.6","55233.0508474576","37.5","0.568929804372842","0.254085155350978","0.47993862677407","411655","174430084.745763","2.39397630579892","13.22266150258"
"2015","350124","闽清县","3.08620430275736","141.2","23.8","59327.731092437","38.2773109243697","0.551699716713881","0.267705382436261","0.463101983002833","437346","183758823.529412","2.18569709827009","12.9672449695687"
"2016","350124","闽清县","3.06852680439457","148.16","23.8","62252.1008403361","39.2016806722689","0.529765118790497","0.283409827213823","0.437634989200864","457992","192433613.445378","2.07108990577387","12.8929697663637"
"2017","350124","闽清县","3.18252873113075","166.23","24","69262.5","40.4166666666667","0.45527281477471","0.374721771040125","0.36196835709559","512390","213495833.333333","1.91453331596628","13.2605363797115"
"2018","350124","闽清县","3.22764516549604","226.33","24","94304.1666666667","40.5","0.508858746078735","0.348031635222905","0.280696328370079","651724","271551666.666667","1.42607924954537","13.4485215229002"
"2019","350124","闽清县","3.41825457672306","329.17","24.5","134355.102040816","41.0204081632653","0.549199501777197","0.346538262903667","0.241151988334295","439114","179230204.081633","1.03844657068477","13.9520594968288"
"2020","350124","闽清县","3.41908806358694","344.88","25.7","134194.552529183","43.8132295719844","0.536128508466713","0.358936441660868","0.21610415216887","454980","177035019.455253","0.991384847943325","13.3038446053967"
"2021","350124","闽清县","3.74216890848745","389.78","25.9","150494.208494208","44.0926640926641","0.55816101390528","0.342372620452563","0.228000410487968","51.19","19764.4787644788","0.960072068471305","14.4485286041986"
"2013","350125","永泰县","2.85606581941934","108.71","24.7","44012.1457489879","37.246963562753","0.377242204029068","0.0998988133566369","0.277343390672431","383275","155172064.777328","2.6272337590096","11.5630195118192"
"2014","350125","永泰县","3.06705223956449","123.78","25","49512","38.52","0.373808369688156","0.306188398772015","0.0977540798190338","442705","177082000","2.47782536723581","12.268208958258"
"2015","350125","永泰县","3.06249125050108","130.92","25.2","51952.3809523809","39.2063492063492","0.378017109685304","0.31950809654751","0.0971585701191568","484242","192159523.809524","2.3392081045685","12.152743057544"
"2016","350125","永泰县","2.96689270145522","143.8","25.2","57063.4920634921","40.0793650793651","0.37086230876217","0.321279554937413","0.0945062586926286","525623","208580555.555556","2.06320772006622","11.7733837359334"
"2017","350125","永泰县","3.09798292815523","165.86","25.4","65299.2125984252","41.2992125984252","0.397986253466779","0.334257807789702","0.126853973230435","601511","236815354.330709","1.86783005435622","12.1967831817135"
"2018","350125","永泰县","3.17091108709709","184.61","25.4","72681.1023622047","41.7716535433071","0.399219977249336","0.349114349168517","0.120091002654244","666504","262403149.606299","1.71762693629657","12.4839019177051"
"2019","350125","永泰县","2.71529877851357","282.62","25.5","110831.37254902","42.1176470588235","0.47565635836105","0.33702498053924","0.0767461609227939","427797","167763529.411765","0.960759598936229","10.6482305039748"
"2020","350125","永泰县","2.94763974564603","300.31","28.2","106492.907801418","43.2978723404255","0.465918550830808","0.346042422829743","0.0742566015117712","403260","143000000","0.981532331805811","10.4526232115107"
"2021","350125","永泰县","3.13968595637337","339.31","28.5","119056.140350877","43.7894736842105","0.51091921841384","0.310748283280776","0.0581768883911467","43.07","15112.2807017544","0.925314890917854","11.0164419521873"
"2013","350128","平潭县","2.85486839239822","155.39","40","38847.5","40.75","0.310766458588069","0.0543149494819486","0.25645150910612","465319","116329750","1.83722787334978","7.13717098099555"
"2014","350128","平潭县","3.09173096113555","171.24","42","40771.4285714286","42.5952380952381","0.322471385190376","0.476991357159542","0.0545433309974305","505347","120320714.285714","1.80549577267902","7.36126419317988"
"2015","350128","平潭县","3.10682747827927","189.62","43","44097.6744186046","44.2558139534884","0.30835354920367","0.502056745069086","0.0477270330133952","557281","129600232.55814","1.63844925550009","7.22518018204481"
"2016","350128","平潭县","3.02277724779182","205.76","44","46763.6363636364","46.3863636363636","0.290678460342146","0.535235225505443","0.0362072317262831","592980","134768181.818182","1.46907914453335","6.86994829043596"
"2017","350128","平潭县","3.16216704275019","226.28","45","50284.4444444444","48.4","0.288757291850804","0.56222379353014","0.0293441753579636","644603","143245111.111111","1.39745759357884","7.0270378727782"
"2018","350128","平潭县","3.21584057018648","254.28","46","55278.2608695652","50.195652173913","0.282562529495045","0.581563630643385","0.0271354412458707","685447","149010217.391304","1.2646848238896","6.99095776127496"
"2019","350128","平潭县","3.47897045501529","282.85","46","61489.1304347826","51.5","0.285098108538094","0.587979494431678","0.0270461375287255","659147","143292826.086957","1.22997010960413","7.56297925003324"
"2020","350128","平潭县","3.47111136071461","301.43","39","77289.7435897436","53.7435897435898","0.280131373784958","0.600338387021862","0.0217629300335069","588158","150809743.589744","1.15154807441682","8.90028554029387"
"2021","350128","平潭县","3.72975960581244","339.2","39","86974.358974359","56.5897435897436","0.240123820754717","0.641067216981132","0.0334905660377358","60.72","15569.2307692308","1.09957535548716","9.56348616874985"
"2013","350181","福清市","2.9044546560447","667.82","126.2","52917.5911251981","45.0079239302694","0.511485130723848","0.411892426102842","0.0995927046210057","2513462","199164976.228209","0.434915794082942","2.3014696165172"
"2014","350181","福清市","3.14158138808532","728.68","127.5","57151.3725490196","47.3019607843137","0.518156117911841","0.360707031893286","0.415340066970412","2927484","229606588.235294","0.431133198123363","2.46398540241986"
"2015","350181","福清市","3.13035310487535","783.27","128.6","60907.4650077761","48.452566096423","0.50326196586107","0.380622263076589","0.399989786408263","3316737","257911119.751166","0.399651857581083","2.43417815309125"
"2016","350181","福清市","2.66175172996889","857.85","129.3","66345.7076566125","49.2962103634957","0.490878358687416","0.389333799615317","0.390103164888967","3741673","289379195.668987","0.31028171941119","2.05858602472459"
"2017","350181","福清市","2.95171735223986","993.41","130.5","76123.3716475096","50.6973180076628","0.511651785264896","0.399472523932717","0.413666059330991","4274129","327519463.601533","0.29712982074268","2.26185237719529"
"2018","350181","福清市","3.15594036820037","1102.14","131.6","83749.2401215806","51.7933130699088","0.493313009236576","0.420354945832653","0.395231095868039","4695317","356787006.079027","0.286346595550508","2.39813097887566"
"2019","350181","福清市","3.29585999149467","1150.15","133","86477.4436090226","52","0.525366256575229","0.387210363865583","0.415397991566317","3079752","231560300.75188","0.286559143719921","2.47809021916892"
"2020","350181","福清市","3.05078033240921","1228.54","139.4","88130.5595408895","53.558106169297","0.50417568821528","0.406295277321048","0.395982222801048","3180779","228176398.852224","0.248325681899589","2.18850812941837"
"2021","350181","福清市","3.43304262492256","1414.04","141","100286.524822695","53.8014184397163","0.470799977369806","0.44184747249017","0.354021102656219","380.19","26963.829787234","0.242782568026545","2.43478200349118"
"2013","350182","长乐市","2.89246737747337","485.06","70.2","69096.8660968661","45.4415954415954","0.671566404156187","0.628169710963592","0.0433966931925947","1291414","183962108.262108","0.596311255818532","4.12032389953472"
"2014","350182","长乐市","3.13992329654511","533.08","70.9","75187.5881523272","46.5021156558533","0.673857582351617","0.246004352067232","0.629417723418624","1516433","213883356.840621","0.589015400417406","4.42866473419621"
"2015","350182","长乐市","3.13613790892789","570.36","71.5","79770.6293706294","47.5524475524476","0.654306052317834","0.269812048530752","0.609650045585244","1806634","252676083.916084","0.549852357971788","4.38620686563341"
"2016","350182","长乐市","3.07246385700997","630.46","72.1","87442.4410540916","50","0.633045712654252","0.28545823684294","0.58939504488786","1911598","265131484.049931","0.487336842465814","4.2613923120804"
"2017","350182","长乐市","3.1561669278669","740.31","72.9","101551.440329218","51.6049382716049","0.635774202698869","0.297821183017925","0.593724250651754","2126416","291689437.585734","0.426330446416623","4.32944708898066"
"2018","350182","长乐市","3.2730987691807","811.79","73.9","109849.797023004","53.5994587280108","0.617807561068749","0.31590682319319","0.573892262777319","2323210","314372124.492557","0.403195256061383","4.42909170389811"
"2019","350182","长乐市","3.47357201275547","951.52","75","126869.333333333","54","0.636802169160921","0.301780309399697","0.58948839751135","1600436","213391466.666667","0.36505507112362","4.63142935034063"
"2020","350182","长乐市","3.4859164657976","1003.41","79.3","126533.41740227","60.0126103404792","0.649754337708414","0.292691920550921","0.605395601000588","1585609","199950693.568726","0.347406988748129","4.39585935157327"
"2021","350182","长乐市","3.830556786275","1143.9","81","141222.222222222","62.962962962963","0.603470583092928","0.334976833639304","0.556071334906897","198","24444.4444444444","0.334868151610718","4.72908245219136"
"2013","350203","思明区","2.47000090071573","902.07","97","92996.9072164948","100","0.16578536033789","0.0865786468899309","0.0792067134479586","4063314","418898350.515464","0.273814770551701","2.54639268115024"
"2014","350203","思明区","2.55906002599339","979.88","98.3","99682.6042726348","100","0.158968445115728","0.84072539494632","0.0877454382169245","4182807","425514445.574771","0.261160552924173","2.60331640487629"
"2015","350203","思明区","2.21537080184094","1057.66","99.1","106726.538849647","100","0.139402076281603","0.859283701756708","0.0753550290263412","4439371","447968819.374369","0.209459637486616","2.23549021376482"
"2016","350203","思明区","2.77112438224398","1174.35","99.9","117552.552552553","100","0.125362966747562","0.873351215566058","0.0670668880657385","4864002","486887087.087087","0.235970910056114","2.7738982805245"
"2017","350203","思明区","2.57547336239587","1323.1","100.7","131390.268123138","100","0.120232786637442","0.878452120021162","0.0627390219938024","5298558","526172591.857001","0.194654475277445","2.55757036980722"
"2018","350203","思明区","2.70369478795217","1449.93","101.5","142850.246305419","100","0.109805300945563","0.88856703427062","0.0519818198119909","5794274","570864433.497537","0.186470711548293","2.66373870734204"
"2019","350203","思明区","2.87827959579385","1896.46","102.3","185382.209188661","100","0.165307994895753","0.833273572867342","0.0432437277875621","8179500","799560117.302053","0.151771173438609","2.81356754232048"
"2020","350203","思明区","2.95181496117325","2053.04","107.4","191158.286778398","100","0.159349062853135","0.839194560261856","0.0399553832365663","8236833","766930446.927374","0.14377776181532","2.74843106254493"
"2021","350203","思明区","3.31841124728264","2258.08","106.2","212625.235404896","100","0.165507865088925","0.833044001983986","0.0427442783249486","1007.07","94827.6836158192","0.146957204673113","3.12468102380663"
"2013","350205","海沧区","2.31835225450631","424.46","31.2","136044.871794872","90.7051282051282","0.693704942750789","0.65231117184187","0.0413937709089196","916538","293762179.48718","0.546188628965347","7.43061620034074"
"2014","350205","海沧区","2.50068778207674","483.45","32.5","148753.846153846","90.8923076923077","0.643686006825939","0.353500879098149","0.606267452683835","1146918","352897846.153846","0.51725882347228","7.69442394485151"
"2015","350205","海沧区","2.46033452238019","511.71","33.2","154129.518072289","90.9638554216867","0.636180649195834","0.361005256883782","0.575951222372047","1415605","426387048.192771","0.480806418162668","7.41064615174756"
"2016","350205","海沧区","2.53106297687219","530.04","34.16","155163.93442623","91.0128805620609","0.591691193117501","0.406327824315146","0.51820617311901","1531147","448228044.496487","0.477523012767374","7.40943494400524"
"2017","350205","海沧区","2.57503101998575","602.28","35.6","169179.775280899","91.0955056179775","0.594906023776317","0.401856279471342","0.522663877266388","1492508","419243820.224719","0.427547157465921","7.23323320220716"
"2018","350205","海沧区","2.59400482270452","676.11","37.5","180296","91.0933333333333","0.609885965301504","0.387747555871086","0.534957329428643","1498523","399606133.333333","0.383666093195563","6.91734619387872"
"2019","350205","海沧区","2.76893037998059","796.87","41.6","191555.288461538","91.1057692307692","0.60323515755393","0.394706790317116","0.502930214464091","2940909","706949278.846154","0.347475796551582","6.65608264418411"
"2020","350205","海沧区","2.75227442385922","815.75","58.6","139206.484641638","97.6962457337884","0.562169782408826","0.435684952497702","0.494121973643886","2892921","493672525.59727","0.337391899952096","4.69671403388945"
"2021","350205","海沧区","3.03188132434043","938.24","61.5","152559.349593496","97.7235772357724","0.602297919508868","0.395954126875853","0.538156548431105","300.97","48938.2113821138","0.323145604998767","4.92988833226086"
"2013","350206","湖里区","2.44479433449028","732.16","98.9","74030.3336703741","100","0.522440450174825","0.465745192307692","0.0566952578671329","2857344","288912436.804853","0.333915310108484","2.47198618249775"
"2014","350206","湖里区","2.6408756845113","753.75","100.6","74925.4473161034","100","0.453081260364842","0.54547263681592","0.420537313432836","3245081","322572664.015905","0.350364933268498","2.62512493490189"
"2015","350206","湖里区","2.58340440102715","774.12","101.5","76267.9802955665","100","0.463339017206635","0.536402624916034","0.425825453418075","3505362","345355862.068965","0.333721438669347","2.54522601086419"
"2016","350206","湖里区","2.43874788772791","819.73","102.4","80051.7578125","100","0.419235601966501","0.580764398033499","0.38935991119027","3644909","355948144.53125","0.297506238362377","2.38158973410929"
"2017","350206","湖里区","2.83522271079521","956.25","103.3","92570.1839303001","100","0.427252287581699","0.572758169934641","0.395492810457516","3644176","352775992.255566","0.296493878253094","2.74464928440969"
"2018","350206","湖里区","2.99162050103386","1035.84","103.1","100469.4471387","100","0.4372296879827","0.5627703120173","0.393796339202966","3332780","323257032.007759","0.288811061653717","2.901668769189"
"2019","350206","湖里区","3.0712901932549","1297.29","102.6","126441.520467836","100","0.423590716031111","0.576409283968889","0.323127442591865","4720654","460102729.044834","0.236746617429788","2.99346022734396"
"2020","350206","湖里区","2.99502338222204","1395.75","103.9","134335.899903754","100","0.390936772344618","0.60905606304854","0.285839154576393","4729376","455185370.548604","0.214581650168156","2.88260190781717"
"2021","350206","湖里区","3.4449274270149","1539.41","102.5","150186.341463415","100","0.403492247029706","0.596507752970294","0.285122222150045","526.35","51351.2195121951","0.2237823209551","3.3609048068438"
"2013","350211","集美区","2.32954887730489","402.17","61.7","65181.5235008104","86.0615883306321","0.583932167988662","0.481686848845016","0.102245319143646","902855","146329821.71799","0.579244816198346","3.77560595997551"
"2014","350211","集美区","2.50051113657188","458.31","63.3","72402.8436018957","86.3981042654028","0.540507516746307","0.454408588073575","0.449848355916301","1075860","169962085.308057","0.545593841847631","3.95025456014515"
"2015","350211","集美区","2.45902542610341","494.11","64.4","76725.1552795031","86.6614906832298","0.508854303697557","0.48657181599239","0.418408856327538","1153204","179068944.099379","0.497667609662506","3.81836246289349"
"2016","350211","集美区","2.63168940337386","547.5","65.6","83460.3658536586","86.9969512195122","0.479890410958904","0.516803652968037","0.396547945205479","1241131","189196798.780488","0.480673863629929","4.01172165148454"
"2017","350211","集美区","2.67725532796966","618.51","67.4","91767.0623145401","87.299703264095","0.484082714911643","0.512133999450292","0.404278022990736","1293929","191977596.439169","0.432855625288138","3.97218891390157"
"2018","350211","集美区","2.71048701988431","686.22","70","98031.4285714286","87.5","0.472516102707586","0.523432718370202","0.391477951677305","1573433","224776142.857143","0.394988053377096","3.87212431412044"
"2019","350211","集美区","2.87988432760071","789.37","74.8","105530.748663102","87.9946524064171","0.489390273255888","0.506809227611893","0.406539392173505","1901865","254260026.737968","0.364833262931288","3.8501127374341"
"2020","350211","集美区","3.21209495096045","822.41","104","79077.8846153846","90.3365384615385","0.486497002711543","0.50975790664024","0.391301175812551","1928215","185405288.461538","0.390570998767093","3.08855283746197"
"2021","350211","集美区","3.35407000403269","876","107.8","81261.5955473098","90.3525046382189","0.511883561643836","0.484292237442922","0.420285388127854","225.02","20873.840445269","0.3828847036567","3.11138219298023"
"2013","350212","同安区","2.33115200994622","225.85","52.3","43183.5564053537","68.2600382409178","0.54319238432588","0.465707327872482","0.0774850564533983","624863","119476673.040153","1.03216825766935","4.45726961748799"
"2014","350212","同安区","2.57270594554381","242.77","53.6","45292.9104477612","68.6007462686567","0.552621823124768","0.403674259587264","0.479589735140256","670396","125073880.597015","1.0597297629624","4.7998245252683"
"2015","350212","同安区","2.64332318300306","250.89","54.4","46119.4852941176","68.9522058823529","0.549683128064092","0.41006018573877","0.471720674399139","770075","141557904.411765","1.05357853362153","4.85904996875562"
"2016","350212","同安区","2.97325337344861","328.84","55.54","59207.7781778898","69.4994598487577","0.602055710984065","0.367656002919353","0.533967887118356","1015037","182757832.193014","0.904164144705209","5.35335501161075"
"2017","350212","同安区","2.76037533214067","399.06","58.1","68685.0258175559","70.4991394148021","0.632210695133564","0.343256653134867","0.57510148849797","2099352","361334251.290878","0.691719373563041","4.75107630316811"
"2018","350212","同安区","2.76069718200264","422.65","61.1","69173.4860883797","71.3911620294599","0.593091210221223","0.384171300130131","0.535360227138294","2455397","401865302.782324","0.653187550456084","4.51832599345768"
"2019","350212","同安区","2.89985610557556","551.23","66.3","83141.7797888386","72.2021116138763","0.541915352937975","0.439108901910273","0.507446982203436","3650540","550609351.432881","0.526070080651554","4.37384027990281"
"2020","350212","同安区","2.94003357608345","591.21","85.9","68825.378346915","75.1105937136205","0.523350416941527","0.457333265675479","0.478696233148966","3946416","459419790.454016","0.497290907813374","3.42262348787363"
"2021","350212","同安区","3.22381098658049","640.36","89","71950.5617977528","75.0561797752809","0.531919545255794","0.450746455118996","0.481666562558561","394.84","44364.0449438202","0.503437283181412","3.6222595354837"
"2013","350213","翔安区","2.26698674277924","331.46","31.9","103905.956112853","56.4263322884013","0.756531708200085","0.655554214686538","0.100977493513546","380150","119169278.996865","0.68393976430919","7.10654151341455"
"2014","350213","翔安区","2.52657677742921","355.42","32.7","108691.131498471","56.697247706422","0.759636486410444","0.217770525012661","0.653227167857746","401771","122865749.235474","0.710870738120874","7.7265344875511"
"2015","350213","翔安区","2.5164999528574","377.54","33.4","113035.928143713","56.8562874251497","0.768872172485035","0.208507707792552","0.684139428934682","400611","119943413.173653","0.666551876054829","7.53443099657904"
"2016","350213","翔安区","2.44074677140953","383.82","34.4","111575.581395349","57.6744186046512","0.727867229430462","0.249049033401073","0.630998905737064","538369","156502616.27907","0.635909220835165","7.09519410293468"
"2017","350213","翔安区","2.50926137144516","452.52","35.9","126050.139275766","58.6908077994429","0.739414832493592","0.243679837355255","0.644833377530275","638925","177973537.604457","0.554508391108716","6.98958599288345"
"2018","350213","翔安区","2.58531754830626","520.66","37.8","137740.740740741","59.7089947089947","0.731321783889679","0.253197864249222","0.638343640763646","769816","203655026.455026","0.49654621985677","6.83946441350862"
"2019","350213","翔安区","2.76390345042812","663.83","41.4","160345.410628019","63.1884057971015","0.700827018965699","0.286052151906362","0.612114547399183","1185697","286400241.545894","0.416357117097468","6.67609529088918"
"2020","350213","翔安区","2.79592376379235","705.87","58.2","121283.505154639","61.9243986254295","0.678496040347373","0.307804553246348","0.571323331491634","1204941","207034536.082474","0.396096131552885","4.8039927212927"
"2021","350213","翔安区","3.10897457571129","781.79","61","128162.295081967","70.4918032786885","0.682907174560944","0.304698192609269","0.570306604075263","129.82","21281.9672131148","0.397673873509675","5.09667963231359"
"2013","350302","城厢区","2.09200628454634","233.39","42.3","55174.9408983452","67.1394799054374","0.438322121770427","0.301298256137795","0.137023865632632","1224433","289464066.193853","0.896356435385552","4.94564133462492"
"2014","350302","城厢区","2.27678448485335","260.54","42.6","61159.6244131455","67.3239436619718","0.441621248176863","0.514431565210716","0.305327396944807","1475816","346435680.751174","0.873871376699681","5.34456451843509"
"2015","350302","城厢区","2.59604676747138","284.69","42.9","66361.3053613054","68.7645687645688","0.434858969405318","0.527521163370684","0.305068671186203","1673641","390126107.226107","0.911885478053806","6.05139106636685"
"2016","350302","城厢区","2.76691218643636","318.92","43.2","73824.0740740741","70","0.42910447761194","0.534115138592751","0.310704878966512","1926604","445973148.148148","0.867588168329474","6.40488932045454"
"2017","350302","城厢区","2.82992020217739","356.36","43.3","82300.2309468822","70.5080831408776","0.410764395555057","0.565495566281289","0.285357503647996","2145575","495513856.812933","0.794118364063697","6.53561247616025"
"2018","350302","城厢区","2.97242349462468","397.3","43.3","91755.1963048499","70.8083140877598","0.386810974075006","0.59242386106217","0.255726151522779","2378479","549302309.468822","0.748155926157735","6.86471938712397"
"2019","350302","城厢区","3.15107154618278","475.64","43.4","109594.470046083","70.9907834101382","0.380371709696409","0.598877302161299","0.240728281893869","5184315","1194542626.72811","0.662490864137327","7.26053351655018"
"2020","350302","城厢区","3.30467836482739","485.85","54.7","88820.8409506399","71.9378427787934","0.351343007100957","0.625686940413708","0.234146341463415","5451448","996608409.506398","0.680184905799607","6.04145953350528"
"2021","350302","城厢区","3.68845560979952","538.76","54.9","98134.7905282331","72.3315118397086","0.3723735986339","0.608285693072982","0.262138985819289","627.79","114351.548269581","0.684619424196213","6.7184983785055"
"2013","350303","涵江区","2.21204027240247","345.24","47.8","72225.9414225941","78.2426778242678","0.715936739659367","0.658324643726104","0.0576120959332638","873970","182838912.133891","0.640725371452459","4.62769931464952"
"2014","350303","涵江区","2.30080069802987","368.05","48.1","76517.6715176715","78.2328482328482","0.692324412443961","0.265942127428339","0.64143458769189","942279","195900000","0.625132644485768","4.78336943457353"
"2015","350303","涵江区","2.36775106159765","401.72","48.4","83000","78.2644628099174","0.68712038235587","0.272976202329981","0.631808224634073","978696","202209917.355372","0.589403331075787","4.89204764792903"
"2016","350303","涵江区","2.41491294306241","428.72","48.6","88213.9917695473","78.4979423868313","0.673399888038813","0.285384400074641","0.619681843627542","1080797","222386213.99177","0.563284414784104","4.96895667296792"
"2017","350303","涵江区","2.44655948673374","477.22","48.7","97991.7864476386","78.6036960985626","0.60762331838565","0.364381207828674","0.548091027199195","1216156","249724024.640657","0.512669101616391","5.02373611238961"
"2018","350303","涵江区","2.70520734160192","524.54","48.7","107708.41889117","78.6036960985626","0.630724062988523","0.342166469668662","0.564151446982118","1322737","271609240.246407","0.515729466123064","5.55484053717027"
"2019","350303","涵江区","2.80295919496944","545.22","48.8","111725.409836066","78.6065573770492","0.653516011885111","0.318146803125344","0.54212978247313","1732933","355109221.311475","0.51409691408412","5.74376884215049"
"2020","350303","涵江区","2.63898568576956","595.12","48","123983.333333333","79.3541666666667","0.657867320876462","0.313197338351929","0.552375991396693","1630204","339625833.333333","0.443437573223814","5.49788684535325"
"2021","350303","涵江区","2.99560332367822","639.42","48.1","132935.550935551","79.6465696465697","0.667902161333709","0.304932595164368","0.56527790810422","157.04","32648.6486486486","0.468487586199715","6.22786553779256"
"2013","350304","荔城区","2.07756640918083","260.95","51","51166.6666666667","68.6274509803922","0.622149837133551","0.495228971067254","0.126920866066296","1134084","222369411.764706","0.796154975735133","4.07365962584477"
"2014","350304","荔城区","2.25538937251628","294.78","51.3","57461.9883040936","69.1423001949318","0.608826921772169","0.336963158966009","0.490806703304159","1222488","238301754.385965","0.765109360375969","4.39647051172764"
"2015","350304","荔城区","2.37196809950472","330.38","51.7","63903.2882011605","70.3675048355899","0.597947817664508","0.350233064955506","0.488134874992433","1483582","286959767.891683","0.717951479963896","4.58794603385826"
"2016","350304","荔城区","2.8269790613885","367.61","52.1","70558.5412667946","71.5930902111324","0.586518321046761","0.362721362313321","0.486521041320965","1660654","318743570.057582","0.769015821492478","5.4260634575595"
"2017","350304","荔城区","2.82824020916636","408.79","52.3","78162.5239005736","72.6003824091778","0.585214902517185","0.378678539103207","0.478876684850412","1886981","360799426.386233","0.691856505581438","5.40772506532765"
"2018","350304","荔城区","2.88224544439915","445.08","52.3","85101.3384321224","73.1931166347992","0.548710344207783","0.415610676732273","0.443538240316348","2042511","390537476.099426","0.647579186752752","5.51098555334446"
"2019","350304","荔城区","2.92159812876134","565.79","52.5","107769.523809524","73.8095238095238","0.546510189292847","0.422418211703989","0.429063786917408","4497416","856650666.666667","0.516375002874095","5.56494881668827"
"2020","350304","荔城区","3.08126271557597","548.01","67.4","81307.1216617211","74.1543026706231","0.521742303972555","0.448112260725169","0.409080126275068","4386086","650754599.406528","0.562263957879595","4.57160640293171"
"2021","350304","荔城区","3.23356465363083","618.81","67.6","91539.9408284024","74.9556213017752","0.535544028053845","0.436305166367706","0.433364037426674","504.54","74636.0946745562","0.522545636565477","4.78337966513436"
"2013","350305","秀屿区","2.15298361743394","263.35","57.9","45483.5924006909","34.0241796200345","0.58181127776723","0.426922346686919","0.154888931080311","509950","88074265.9758204","0.817536972634874","3.71845184358193"
"2014","350305","秀屿区","2.3102101864504","302.79","58.4","51847.602739726","37.9109589041096","0.591565111133129","0.282902341556855","0.444202252386142","555814","95173630.1369863","0.762974400228013","3.95583936036027"
