"year","unit_id","county_cn","co2_million_tons","gdp_100m_yuan","resident_population_10k","per_capita_gdp_yuan","urbanization_rate_pct","secondary_industry_share","tertiary_industry_share","industry_share","retail_sales_100m_yuan","retail_per_capita_yuan","co2_ton_per_10000_yuan","co2_per_capita_ton"
"2017","350103","台江区","3.16598161302444","433.47","48.3","89745.3416149068","100","0.200844349089902","0.799155650910098","0.0582047200498304","4060302","840642236.024845","0.73038079060245","6.55482735615826"
"2018","350103","台江区","3.27176892011296","475.63","48.6","97866.2551440329","100","0.198263355969977","0.801736644030023","0.0560309484262978","4131748","850153909.465021","0.687881109289355","6.73203481504724"
"2019","350103","台江区","3.47890971334518","538.6","48","112208.333333333","100","0.162551058299294","0.837448941700705","0.0108057927961381","2369600","493666666.666667","0.645917139499662","7.24772856946912"
"2020","350103","台江区","3.48943438070958","600.81","41.2","145827.669902913","100","0.1465188661973","0.8534811338027","0.00592533413225479","2453216","595440776.699029","0.580788332536006","8.46950092405238"
"2021","350103","台江区","3.82005634668623","659.25","41.3","159624.697336562","100","0.154053849070914","0.845946150929086","0","287.36","69578.6924939467","0.579454887627794","9.2495311057778"
"2013","350104","仓山区","2.82930962094996","356.6","79","45139.2405063291","100","0.571985417835109","0.525154234436343","0.0468311833987661","2865826","362762784.810127","0.793412681141324","3.58140458348096"
"2014","350104","仓山区","3.01364690465489","396.04","79.7","49691.3425345044","100","0.569260680739319","0.424048075951924","0.524189475810524","3314564","415880050.188206","0.760945082480277","3.78123827434742"
"2015","350104","仓山区","3.06727573394234","435.02","80.3","54174.3462017435","100","0.550296538090203","0.444002574594272","0.506252586087996","3803585","473671855.541719","0.705088440518215","3.81977052794812"
"2016","350104","仓山区","2.92241543061197","478.46","81.4","58778.8697788698","100","0.529553149688584","0.464970948459641","0.486352046148058","4274584","525133169.53317","0.610796185806958","3.59019094669775"
"2017","350104","仓山区","2.99080286383854","559.35","82.5","67800","100","0.518315902386699","0.479502994547242","0.476946455707518","5079496","615696484.848485","0.534692565270142","3.62521559253156"
"2018","350104","仓山区","2.83442962389253","623.06","83.6","74528.7081339713","100","0.495682598786634","0.502182775334639","0.452990081212082","5746899","687428110.047847","0.454920814029553","3.39046605728772"
"2019","350104","仓山区","3.12793378425936","824.87","85.8","96138.6946386947","100","0.404657703638149","0.593341981160668","0.330888503642998","4894360","570438228.438228","0.379203242239306","3.64561047116476"
"2020","350104","仓山区","3.00736188191687","902.27","115","78458.2608695652","100","0.382136167665998","0.615924279871879","0.309031664579339","4887906","425035304.347826","0.333310636718152","2.61509728862337"
"2021","350104","仓山区","3.23467648824009","1030.11","116.9","88118.9050470488","100","0.407014784828805","0.591218413567483","0.314306239139509","548.19","46893.9264328486","0.314012725654551","2.76704575555183"
"2013","350105","马尾区","2.82169023763971","338.96","24.6","137788.617886179","70.3252032520325","0.676038470616002","0.625885060184093","0.0501534104319094","1022089","415483333.333333","0.832455227059154","11.4702855188606"
"2014","350105","马尾区","3.04455683817748","373.92","24.8","150774.193548387","70.6048387096774","0.676026957637997","0.308943089430894","0.626417415489944","1339637","540176209.677419","0.814226796688457","12.2764388636189"
"2015","350105","马尾区","2.84461360651847","392.4","25.1","156334.661354582","72.0717131474103","0.634760448521916","0.351681957186544","0.583919469928644","1711580","681904382.470119","0.724927014912964","11.3331219383206"
"2016","350105","马尾区","2.25369335122883","426.1","25.5","167098.039215686","72.9803921568627","0.620863647031213","0.364773527341","0.570382539310021","1600050","627470588.235294","0.528911840232065","8.83801314207384"
"2017","350105","马尾区","2.57728196624197","491.38","25.9","189722.007722008","74.7876447876448","0.582746550531157","0.409011355773536","0.533701005331922","1846096","712778378.378378","0.524498751728188","9.95089562255587"
"2018","350105","马尾区","2.58730604637395","536.96","26.2","204946.564885496","77.7862595419847","0.581030244338498","0.410887216924911","0.518306764004767","8893508","3394468702.29008","0.481843348922443","9.87521391745782"
"2019","350105","马尾区","2.94717255606927","576.26","26.2","219946.564885496","78.3969465648855","0.58851907125256","0.401485440599729","0.399212161177246","1892825","722452290.076336","0.511431047802948","11.2487502140048"
"2020","350105","马尾区","2.86644163123332","604.96","29.2","207178.082191781","87.9109589041096","0.586600766992859","0.397034514678656","0.374305739222428","1827604","625891780.821918","0.473823332325","9.81658092888123"
"2021","350105","马尾区","3.3527724484078","639.84","29.6","216162.162162162","88.1081081081081","0.566141535383846","0.413447111777945","0.375109402350588","204.14","68966.2162162162","0.524001695487591","11.3269339473236"
"2013","350111","晋安区","2.45880966286698","401.38","82.7","48534.4619105199","98.7908101571947","0.374109322836215","0.241367282874084","0.132742039962131","4368714","528260459.49214","0.612588983722901","2.97316766973033"
"2014","350111","晋安区","2.57505028737052","447.04","83.6","53473.6842105263","98.9952153110048","0.373926270579814","0.615493020758769","0.240381173944166","4962205","593565191.38756","0.576022344168423","3.08020369302694"
"2015","350111","晋安区","2.68250070442909","499.75","84.3","59282.325029656","99.1577698695136","0.354197098549275","0.637698849424712","0.226273136568284","5863142","695509134.045077","0.536768525148392","3.18208861735361"
"2016","350111","晋安区","2.99714370591382","553.73","85.5","64763.7426900585","99.2982456140351","0.342567677387897","0.64820399833854","0.219077889946364","6357812","743603742.690058","0.541264462086905","3.50543123498692"
"2017","350111","晋安区","3.10160037782454","642.62","86.6","74205.5427251732","99.5034642032333","0.332918365441474","0.658803025115932","0.213547664249479","7200933","831516512.702079","0.482649213816025","3.58152468570963"
"2018","350111","晋安区","3.04681252164675","717.72","87.7","81838.0843785633","99.4982896237172","0.325084991361534","0.666903527838154","0.20241877055119","1992880","227238312.428734","0.424512695988233","3.47413058340564"
"2019","350111","晋安区","3.36019911874238","884.8","87","101701.149425287","99.2988505747126","0.295840867992767","0.695829566003617","0.193987341772152","8944672","1028123218.3908","0.379769339821698","3.86229783763492"
"2020","350111","晋安区","3.32384903738804","959.05","79","121398.734177215","97.4810126582279","0.264824565976748","0.726844272978468","0.145956936551796","9065109","1147482151.89873","0.346577241790109","4.20740384479499"
"2021","350111","晋安区","3.55653735071403","1063.28","79.5","133745.911949686","97.496855345912","0.267483635542849","0.724531637950493","0.143339477842149","840.22","105688.050314465","0.334487374042024","4.4736318876906"
"2013","350121","闽侯县","2.88919878439726","377.46","69.3","54467.5324675325","50.9379509379509","0.614767127642664","0.545567742277327","0.0691993853653367","1415753","204293362.193362","0.765431776717337","4.16911801500326"
"2014","350121","闽侯县","3.12509831336269","412.73","69.5","59385.6115107914","52","0.622561965449567","0.296731519395246","0.553558016136457","1747533","251443597.122302","0.757177407351704","4.49654433577366"
"2015","350121","闽侯县","3.08955865916693","438.73","70.2","62497.150997151","53.3618233618234","0.613406878946049","0.309210676270143","0.54368290292435","1964508","279844444.444444","0.704205014283712","4.401080711064"
"2016","350121","闽侯县","2.52369378734405","484","70.5","68652.4822695036","54.2978723404255","0.59650826446281","0.323615702479339","0.528842975206612","2301073","326393333.333333","0.52142433622811","3.57970749977879"
"2017","350121","闽侯县","2.87619329834005","560.07","71.5","78331.4685314685","56","0.580445301480172","0.357312478797293","0.514810648668916","2767415","387051048.951049","0.513541753412975","4.02264796970636"
"2018","350121","闽侯县","2.72341280447858","603.55","72.5","83248.275862069","56.9931034482759","0.565553806644023","0.369546847817082","0.511076132880457","3173058","437663172.413793","0.451232342718678","3.75643145445321"
"2019","350121","闽侯县","2.84155780637973","740.22","74","100029.72972973","57.4054054054054","0.53299019210505","0.4052578963011","0.428804949879765","3093994","418107297.297297","0.383880171621914","3.83994298159423"
